num,site_name,site_code,forest_age,distance,species,status,survival04,survival05,survival06,initial_ht,ht_spring06,final_ht06,herbivory04,herbivory05,herbivory06,diameter06,num_leaves,stem_biomass,leaf_biomass,tot_biomass
230,Parker Rd,PR,young,20,H,e,1,1,1,11.5,20.4,26.4,1,0,1,2.28,3,0.313,0.147,0.46
231,Parker Rd,PR,young,20,S,n,1,1,1,8.0,15.1,21.7,1,1,3,3.74,44,0.7,0.371,1.071
232,Parker Rd,PR,young,20,A,e,1,1,1,9.5,24.4,20.1,0,1,1,2.15,5,0.237,0.004,0.241
233,Parker Rd,PR,young,20,H,e,1,1,1,5.0,40.4,24.7,0,1,1,2.38,27,0.409,0.156,0.565
234,Parker Rd,PR,young,20,P,e,1,1,1,16.5,34.6,41.2,1,1,1,3.50,83,1.283,1.102,2.385
235,Parker Rd,PR,young,20,D,n,1,0,0,7.0,,39.0,0,,,3.54,91,0.944,0.405,1.349
236,Parker Rd,PR,young,20,S,n,1,1,1,6.0,15.9,,1,2,2,,,,,
237,Parker Rd,PR,young,20,P,e,1,1,1,12.0,25.8,14.0,1,0,1,1.52,2,0.074,0.019,0.093
238,Parker Rd,PR,young,20,D,n,1,1,1,8.5,12.4,48.2,1,0,0,3.05,78,1.215,0.91,2.125
239,Parker Rd,PR,young,20,R,n,1,1,1,19.0,52.5,20.3,0,3,2,2.02,7,0.197,0.098,0.295
240,Parker Rd,PR,young,40,D,n,1,1,1,6.5,,33.6,4,3,,5.33,7,1.608,0.146,1.754
241,Parker Rd,PR,young,40,D,n,1,1,1,13.0,,,2,1,,,,,,
242,Parker Rd,PR,young,40,R,n,1,1,1,18.5,14.5,,5,2,3,,,,,
243,Parker Rd,PR,young,40,S,n,1,1,1,7.5,20.4,17.2,1,2,3,2.46,4,0.204,0.078,0.282
244,Parker Rd,PR,young,40,S,n,1,1,1,12.5,9.4,21.6,,1,2,2.09,2,0.219,0.028,0.247
245,Parker Rd,PR,young,40,R,n,1,1,1,17.5,,12.8,2,4,,1.79,3,0.023,0.129,0.152
246,Parker Rd,PR,young,40,H,e,1,1,1,21.5,41.2,,1,0,0,,,,,
247,Parker Rd,PR,young,40,A,e,1,1,1,12.0,,41.7,1,5,,3.37,57,1.208,0.626,1.834
248,Parker Rd,PR,young,40,P,e,1,1,1,9.0,24.8,,1,1,0,,,,,
249,Parker Rd,PR,young,40,H,e,1,1,1,20.5,42.5,27.3,0,1,0,2.16,42,0.558,0.344,0.902
250,Parker Rd,PR,young,40,A,e,1,0,0,8.5,,32.3,,,,2.54,25,0.383,0.244,0.627
251,Parker Rd,PR,young,40,P,e,0,0,0,13.5,,,,,,,,,,
252,Parker Rd,PR,young,40,A,e,1,1,1,7.5,19.4,,1,1,1,,,,,
253,Parker Rd,PR,young,40,P,e,1,1,1,12.0,25.3,21.7,1,1,1,1.74,9,0.242,0.048,0.29
254,Parker Rd,PR,young,40,D,n,0,0,0,14.5,,20.0,,,,3.34,97,0.844,0.558,1.402
255,Parker Rd,PR,young,40,R,n,0,0,0,17.0,,,,,,,,,,
256,Parker Rd,PR,young,40,P,e,1,1,1,12.0,22.6,,1,0,0,,,,,
257,Parker Rd,PR,young,40,H,e,1,1,1,7.5,40.9,23.6,0,0,1,3.25,104,0.747,0.635,1.382
258,Parker Rd,PR,young,40,H,e,1,1,1,10.5,48.2,40.2,0,0,1,2.81,84,1.459,0.882,2.341
259,Parker Rd,PR,young,40,A,e,1,1,0,4.0,,45.2,0,2,,5.67,61,1.38,0.638,2.018
260,Parker Rd,PR,young,40,R,n,1,1,1,16.0,17.1,,1,1,2,,,,,
261,Parker Rd,PR,young,40,D,n,1,1,1,11.0,11.7,18.1,1,5,,2.77,3,0.206,0.164,0.37
262,Parker Rd,PR,young,40,S,n,1,1,1,9.0,18.6,,0,1,3,,,,,
263,Parker Rd,PR,young,40,S,n,1,1,1,8.5,19.8,18.2,0,2,4,1.87,5,0.221,0.075,0.296
264,Parker Rd,PR,young,60,S,n,1,1,1,8.0,41.4,20.0,0,2,1,2.33,5,0.212,0.041,0.253
265,Parker Rd,PR,young,60,R,n,1,1,0,19.0,,45.1,1,1,,3.62,21,1.414,0.666,2.08
266,Parker Rd,PR,young,60,R,n,0,0,0,18.0,,,,,,,,,,
267,Parker Rd,PR,young,60,D,n,1,0,0,6.0,,,1,,,,,,,
268,Parker Rd,PR,young,60,S,n,1,1,1,10.0,87.4,,1,1,1,,,,,
269,Parker Rd,PR,young,60,D,n,1,0,0,14.0,,80.0,1,,,4.99,31,3.679,1.47,5.149
270,Parker Rd,PR,young,60,H,e,1,1,1,9.0,76.5,,1,1,2,,,,,
271,Parker Rd,PR,young,60,P,e,1,1,1,16.0,74.2,66.2,1,1,2,12.03,143,10.371,3.068,13.439
272,Parker Rd,PR,young,60,A,e,1,1,1,11.0,60.2,109.5,1,1,3,7.82,406,16.06,3.257,19.317
273,Parker Rd,PR,young,60,A,e,1,1,1,8.0,41.7,61.5,0,1,1,4.17,32,2.171,0.505,2.676
274,Parker Rd,PR,young,60,P,e,1,1,1,8.0,28.5,46.1,0,0,0,4.04,28,2.167,0.57,2.737
275,Parker Rd,PR,young,60,H,e,1,1,1,3.5,35.8,27.7,1,0,1,2.15,35,0.304,0.206,0.51
276,Parker Rd,PR,young,60,A,e,1,1,1,9.0,31.6,60.1,0,2,1,5.12,94,3.507,2.004,5.511
277,Parker Rd,PR,young,60,P,e,1,1,1,8.0,52.7,35.2,0,1,1,3.54,13,1.309,0.148,1.457
278,Parker Rd,PR,young,60,P,e,1,1,1,6.5,26.9,56.7,1,0,1,6.74,206,3.552,1.154,4.706
279,Parker Rd,PR,young,60,S,n,1,1,1,7.0,18.8,28.2,1,3,,2.99,37,0.708,0.25,0.958
280,Parker Rd,PR,young,60,S,n,1,1,1,5.5,36.4,,1,1,,,,,,
281,Parker Rd,PR,young,60,H,e,1,1,0,9.0,,,2,0,,,,,,
282,Parker Rd,PR,young,60,R,n,1,0,0,16.0,,,2,,,,,,,
283,Parker Rd,PR,young,60,A,e,1,1,1,5.5,73.4,,1,1,1,,,,,
284,Parker Rd,PR,young,60,R,n,1,0,0,14.0,,,3,,,,,,,
285,Parker Rd,PR,young,60,D,n,1,1,0,5.5,,75.6,1,2,,7.03,65,5.744,1.955,7.699
286,Parker Rd,PR,young,60,H,e,1,1,1,6.0,28.4,,1,1,1,,,,,
287,Parker Rd,PR,young,60,D,n,1,1,1,3.5,10.1,32.0,0,0,,3.36,38,1.066,0.473,1.539
288,Griffy,GR,young,0,D,n,1,0,0,7.0,,,1,,,,,,,
289,Griffy,GR,young,0,R,n,1,1,1,12.5,49.7,,2,1,,,,,,
290,Griffy,GR,young,0,R,n,1,1,1,16.0,17.4,,3,2,1,,,,,
291,Griffy,GR,young,0,D,n,1,0,0,5.5,,16.6,1,,,3.00,2,0.267,0.051,0.318
292,Griffy,GR,young,0,S,n,1,1,1,7.5,13.8,,0,1,1,,,,,
293,Griffy,GR,young,0,S,n,1,1,1,8.0,,14.1,1,0,2,1.44,9,0.088,0.083,0.171
294,Griffy,GR,young,0,P,e,1,1,1,28.0,40.0,15.2,0,1,1,1.34,12,0.142,0.098,0.24
295,Griffy,GR,young,0,H,e,1,1,1,4.5,13.6,40.4,0,0,1,2.43,23,0.496,0.088,0.584
296,Griffy,GR,young,0,H,e,1,1,1,8.0,35.6,18.2,1,0,0,2.11,15,0.244,0.128,0.372
297,Griffy,GR,young,0,P,e,1,1,1,22.0,9.7,36.4,0,1,0,4.15,58,1.075,0.778,1.853
298,Griffy,GR,young,0,A,e,1,0,0,10.5,,22.3,1,,,1.85,15,0.325,0.069,0.394
299,Griffy,GR,young,0,A,e,1,0,0,5.5,,,1,,,,,,,
300,Griffy,GR,young,0,H,e,1,1,1,6.0,5.2,,1,2,1,,,,,
301,Griffy,GR,young,0,S,n,1,1,0,9.5,,8.1,1,1,,1.65,3,0.057,0.013,0.07
302,Griffy,GR,young,0,R,n,1,1,1,18.5,31.3,,2,3,2,,,,,
303,Griffy,GR,young,0,P,e,1,1,1,8.0,8.0,34.3,3,1,0,4.40,7,0.856,0.57,1.426
304,Griffy,GR,young,0,D,n,1,0,0,4.5,,10.0,1,,,3.19,18,0.158,0.071,0.229
305,Griffy,GR,young,0,R,n,1,1,1,18.0,60.5,,1,2,,,,,,
306,Griffy,GR,young,0,D,n,0,0,0,12.5,,,,,,,,,,
307,Griffy,GR,young,0,H,e,1,1,1,12.5,15.2,,1,1,1,,,,,
308,Griffy,GR,young,0,A,e,1,0,0,9.5,,14.8,2,,,1.48,21,0.135,0.17,0.305
309,Griffy,GR,young,0,P,e,1,1,1,9.5,17.1,11.6,1,1,0,1.53,5,0.1,0.018,0.118
310,Griffy,GR,young,0,A,e,1,0,0,9.0,,19.9,3,,,4.06,62,0.422,0.341,0.763
311,Griffy,GR,young,0,S,n,1,1,1,8.0,35.0,,1,2,2,,,,,
312,Griffy,GR,young,5,D,n,0,0,0,16.5,,35.4,,,,3.57,37,1.21,0.869,2.079
313,Griffy,GR,young,5,S,n,1,0,0,13.0,,,1,,,,,,,
314,Griffy,GR,young,5,S,n,1,0,0,17.0,,,1,,,,,,,
315,Griffy,GR,young,5,D,n,1,0,0,20.0,,,5,,,,,,,
316,Griffy,GR,young,5,R,n,1,1,1,31.0,11.7,,4,,1,,,,,
317,Griffy,GR,young,5,R,n,1,0,0,26.0,,11.6,2,,,2.88,3,0.191,0.128,0.319
318,Griffy,GR,young,5,A,e,1,1,1,18.5,24.9,,1,1,1,,,,,
319,Griffy,GR,young,5,H,e,1,1,1,19.0,51.6,25.8,1,1,0,2.98,10,0.308,0.178,0.486
320,Griffy,GR,young,5,H,e,1,1,1,24.5,29.4,53.1,1,0,0,6.22,58,1.908,0.924,2.832
321,Griffy,GR,young,5,A,e,1,1,1,11.0,28.3,29.1,1,1,1,5.03,70,0.962,0.744,1.706
322,Griffy,GR,young,5,P,e,1,1,1,26.5,28.1,29.0,1,0,1,2.02,8,0.297,0.169,0.466
323,Griffy,GR,young,5,P,e,1,1,1,33.0,15.9,28.5,1,0,0,2.42,36,0.467,0.245,0.712
324,Griffy,GR,young,5,H,e,1,0,0,17.0,,15.5,5,,,1.79,8,0.131,0.034,0.165
325,Griffy,GR,young,5,D,n,0,0,0,18.0,,,,,,,,,,
326,Griffy,GR,young,5,S,n,0,0,0,12.0,,,,,,,,,,
327,Griffy,GR,young,5,R,n,0,0,0,29.0,,,,,,,,,,
328,Griffy,GR,young,5,R,n,0,0,0,29.0,,,,,,,,,,
329,Griffy,GR,young,5,H,e,0,0,0,22.5,,,,,,,,,,
330,Griffy,GR,young,5,A,e,0,0,0,11.5,,,,,,,,,,
331,Griffy,GR,young,5,D,n,1,0,0,17.0,,,5,,,,,,,
332,Griffy,GR,young,5,P,e,1,1,1,22.5,21.1,,5,0,1,,,,,
333,Griffy,GR,young,5,A,e,1,1,1,12.5,7.1,20.6,0,,1,3.14,20,0.682,0.075,0.757
334,Griffy,GR,young,5,P,e,1,1,0,22.0,,7.7,1,0,,2.07,4,0.07,0.03,0.1
335,Griffy,GR,young,5,S,n,1,0,0,12.0,,,5,,,,,,,
336,Griffy,GR,young,10,R,n,1,1,1,16.0,22.1,,1,3,2,,,,,
337,Griffy,GR,young,10,S,n,1,1,1,7.5,14.4,21.4,0,1,1,2.56,5,0.445,0.153,0.598
338,Griffy,GR,young,10,R,n,1,1,1,20.5,17.6,15.6,2,2,4,3.12,7,0.313,0.238,0.551
339,Griffy,GR,young,10,D,n,1,0,0,3.5,,21.4,5,,,4.25,6,0.429,0.295,0.724
340,Griffy,GR,young,10,S,n,1,1,1,5.0,23.5,,0,1,2,,,,,
341,Griffy,GR,young,10,D,n,1,0,0,11.0,,22.8,5,,,2.78,7,0.435,0.347,0.782
342,Griffy,GR,young,10,P,e,1,1,1,11.0,21.2,,1,0,0,,,,,
343,Griffy,GR,young,10,P,e,0,0,0,11.0,,17.5,,,,2.60,14,0.341,0.049,0.39
344,Griffy,GR,young,10,H,e,1,1,1,6.0,23.7,,0,1,1,,,,,
345,Griffy,GR,young,10,A,e,1,0,0,7.0,,24.0,1,,,2.34,37,0.465,0.387,0.852
346,Griffy,GR,young,10,A,e,1,1,1,4.5,10.4,,1,2,0,,,,,
347,Griffy,GR,young,10,H,e,1,1,1,8.5,16.2,11.4,0,0,0,1.80,3,0.125,0.01,0.135
348,Griffy,GR,young,10,D,n,1,0,0,7.5,,15.7,5,,,2.31,29,0.273,0.125,0.398
349,Griffy,GR,young,10,P,e,1,1,1,12.5,21.5,,1,2,0,,,,,
350,Griffy,GR,young,10,S,n,1,1,1,12.0,26.8,22.5,1,0,1,2.94,46,0.68,0.239,0.919
351,Griffy,GR,young,10,H,e,1,1,1,11.5,27.1,27.0,1,0,1,2.78,23,0.537,0.392,0.929
352,Griffy,GR,young,10,A,e,1,0,0,6.5,,28.1,1,,,3.19,29,0.563,0.302,0.865
353,Griffy,GR,young,10,D,n,1,0,0,13.5,,,2,,,,,,,
354,Griffy,GR,young,10,R,n,1,1,1,16.5,15.9,,4,3,1,,,,,
355,Griffy,GR,young,10,S,n,1,1,1,9.0,12.4,16.9,1,1,1,2.51,1,0.226,0.034,0.26
356,Griffy,GR,young,10,H,e,1,1,1,7.5,24.3,13.7,0,0,0,1.66,3,0.103,0.074,0.177
357,Griffy,GR,young,10,P,e,1,1,1,12.0,15.4,24.3,0,0,0,2.17,34,0.455,0.31,0.765
358,Griffy,GR,young,10,R,n,1,1,1,18.0,23.2,15.1,1,1,1,1.81,32,0.24,0.088,0.328
359,Griffy,GR,young,10,A,e,1,1,1,10.0,15.2,25.2,0,1,0,2.58,2,0.31,0.016,0.326
360,Griffy,GR,young,20,S,n,1,1,1,2.5,9.4,16.1,1,1,1,1.63,6,0.139,0.005,0.144
361,Griffy,GR,young,20,R,n,1,1,1,17.5,7.2,10.4,2,,,1.70,4,0.098,0.109,0.207
362,Griffy,GR,young,20,D,n,0,0,0,16.5,,,,,,,,,,
363,Griffy,GR,young,20,R,n,1,0,0,18.0,,,3,,,,,,,
364,Griffy,GR,young,20,S,n,1,1,1,13.5,22.5,7.3,1,2,1,0.86,2,0.021,0.055,0.076
365,Griffy,GR,young,20,D,n,0,0,0,6.5,,23.9,,,,3.04,19,0.495,0.606,1.101
366,Griffy,GR,young,20,A,e,1,1,1,10.0,26.6,,1,1,1,,,,,
367,Griffy,GR,young,20,H,e,1,1,1,9.5,29.2,27.5,1,0,1,1.93,5,0.276,0.016,0.292
368,Griffy,GR,young,20,P,e,1,1,1,14.5,26.7,29.7,1,0,1,2.41,31,0.423,0.281,0.704
369,Griffy,GR,young,20,P,e,1,1,1,12.5,28.7,26.9,1,0,0,6.03,24,0.811,0.124,0.935
370,Griffy,GR,young,20,A,e,1,1,0,11.0,,28.2,2,2,,2.95,19,0.529,0.114,0.643
371,Griffy,GR,young,20,H,e,1,1,1,3.5,28.7,,1,1,1,,,,,
372,Griffy,GR,young,20,H,e,1,1,1,6.5,16.9,24.0,0,1,0,2.44,24,0.411,0.25,0.661
373,Griffy,GR,young,20,P,e,1,1,1,16.0,17.2,16.7,0,0,0,2.47,21,0.251,0.194,0.445
374,Griffy,GR,young,20,A,e,1,1,1,9.5,11.6,19.8,0,2,1,2.21,28,0.323,0.115,0.438
375,Griffy,GR,young,20,S,n,1,1,1,7.0,12.2,12.7,0,0,0,1.68,7,0.162,0.04,0.202
376,Griffy,GR,young,20,H,e,1,1,1,17.0,24.4,11.8,0,0,0,2.16,8,0.126,0.194,0.32
377,Griffy,GR,young,20,S,n,1,1,1,8.0,18.2,24.7,0,1,1,2.83,15,0.373,0.346,0.719
378,Griffy,GR,young,20,P,e,1,0,0,7.0,,17.1,5,,,2.28,12,0.235,0.283,0.518
379,Griffy,GR,young,20,D,n,1,0,0,7.5,,12.5,2,,,1.71,18,0.198,0.077,0.275
380,Griffy,GR,young,20,A,e,1,1,1,11.5,8.3,,0,3,1,,,,,
381,Griffy,GR,young,20,R,n,1,1,1,19.0,21.2,9.0,2,3,3,1.85,5,0.113,0.022,0.135
382,Griffy,GR,young,20,D,n,1,1,0,6.5,,21.4,5,0,,3.68,5,0.41,0.158,0.568
383,Griffy,GR,young,20,R,n,1,1,1,20.0,9.9,,4,3,2,,,,,
384,Griffy,GR,young,40,S,n,1,1,1,7.5,11.3,11.7,0,1,1,2.94,5,0.236,0.17,0.406
385,Griffy,GR,young,40,D,n,0,0,0,9.0,,11.9,,,,1.46,4,0.078,0.09,0.168
386,Griffy,GR,young,40,R,n,0,0,0,8.5,,,,,,,,,,
387,Griffy,GR,young,40,R,n,1,1,1,29.0,13.6,,3,3,3,,,,,
388,Griffy,GR,young,40,D,n,1,0,0,11.0,,12.7,5,,,2.95,4,0.319,0.057,0.376
389,Griffy,GR,young,40,S,n,1,1,1,20.0,19.0,,0,0,1,,,,,
390,Griffy,GR,young,40,A,e,1,0,0,18.5,,19.4,1,,,2.08,12,0.218,0.245,0.463
391,Griffy,GR,young,40,P,e,1,1,1,16.0,23.5,,0,0,0,,,,,
392,Griffy,GR,young,40,H,e,1,1,1,14.0,24.4,23.5,0,1,0,4.04,36,0.579,0.227,0.806
393,Griffy,GR,young,40,H,e,1,1,1,16.0,24.1,26.7,0,0,0,3.28,43,0.648,0.465,1.113
394,Griffy,GR,young,40,A,e,1,0,0,8.5,,24.0,0,,,3.40,30,0.498,0.344,0.842
395,Griffy,GR,young,40,P,e,1,1,1,15.5,15.7,,1,1,1,,,,,
396,Griffy,GR,young,40,S,n,1,1,0,16.0,,18.8,2,1,,2.28,22,0.377,0.121,0.498
397,Griffy,GR,young,40,A,e,1,1,0,14.5,,,1,4,,,,,,
398,Griffy,GR,young,40,R,n,1,0,0,19.5,,,5,,,,,,,
399,Griffy,GR,young,40,A,e,1,0,0,14.0,,,5,,,,,,,
400,Griffy,GR,young,40,D,n,0,0,0,9.5,,,,,,,,,,
401,Griffy,GR,young,40,P,e,1,0,0,17.5,,,1,,,,,,,
402,Griffy,GR,young,40,D,n,1,0,0,5.5,,,5,,,,,,,
403,Griffy,GR,young,40,S,n,1,1,1,15.5,10.0,,1,1,0,,,,,
404,Griffy,GR,young,40,R,n,1,1,1,26.0,19.3,10.0,3,1,2,1.48,7,0.084,0.108,0.192
405,Griffy,GR,young,40,H,e,0,0,0,14.5,,19.8,,,,2.46,5,0.322,0.12,0.442
406,Griffy,GR,young,40,P,e,1,1,1,19.0,19.4,,0,3,0,,,,,
407,Griffy,GR,young,40,H,e,1,0,0,10.5,,18.2,1,,,3.42,44,0.489,0.105,0.594
408,Griffy,GR,young,60,S,n,1,1,1,14.0,10.7,,3,2,1,,,,,
409,Griffy,GR,young,60,R,n,0,0,0,18.0,,12.5,,,,2.30,10,0.192,0.172,0.364
410,Griffy,GR,young,60,D,n,1,0,0,8.5,,,5,,,,,,,
411,Griffy,GR,young,60,S,n,0,0,0,13.5,,,,,,,,,,
412,Griffy,GR,young,60,D,n,0,0,0,11.5,,,,,,,,,,
413,Griffy,GR,young,60,R,n,1,1,1,23.0,11.1,,4,4,3,,,,,
414,Griffy,GR,young,60,P,e,1,1,1,10.5,30.7,11.8,1,0,1,3.41,1,0.203,0.052,0.255
415,Griffy,GR,young,60,A,e,1,1,1,14.0,35.6,29.7,1,2,1,2.93,64,0.58,0.269,0.849
416,Griffy,GR,young,60,A,e,1,0,0,19.5,,48.3,5,,,5.09,24,1.126,0.544,1.67
417,Griffy,GR,young,60,P,e,1,1,1,14.0,21.9,,2,1,0,,,,,
418,Griffy,GR,young,60,H,e,1,1,1,14.5,29.2,28.9,0,1,0,2.98,69,0.49,0.318,0.808
419,Griffy,GR,young,60,H,e,1,1,1,21.0,24.5,30.9,2,1,1,4.73,29,1.205,0.624,1.829
420,Griffy,GR,young,60,A,e,1,1,1,6.5,6.7,18.1,0,3,,3.74,12,0.649,0.194,0.843
421,Griffy,GR,young,60,R,n,1,1,1,19.5,12.6,,,3,2,,,,,
422,Griffy,GR,young,60,A,e,1,1,1,19.0,18.4,11.4,2,1,1,2.06,1,0.101,0.016,0.117
423,Griffy,GR,young,60,D,n,0,0,0,6.5,,26.1,,,,2.23,17,0.603,0.301,0.904
424,Griffy,GR,young,60,S,n,1,1,1,5.5,8.1,,1,0,2,,,,,
425,Griffy,GR,young,60,H,e,1,1,1,16.5,43.0,8.7,1,0,1,1.94,4,0.07,0.045,0.115
426,Griffy,GR,young,60,P,e,1,1,1,13.5,27.8,42.8,1,1,2,5.91,59,1.76,0.376,2.136
427,Griffy,GR,young,60,D,n,0,0,0,5.5,,23.5,,,,3.86,62,1.085,0.214,1.299
428,Griffy,GR,young,60,P,e,1,1,1,10.0,36.2,,1,0,1,,,,,
429,Griffy,GR,young,60,H,e,1,1,1,16.5,36.9,27.9,0,2,1,2.96,33,0.717,0.172,0.889
430,Griffy,GR,young,60,S,n,1,1,1,6.5,31.0,34.1,2,0,1,4.94,40,1.86,0.499,2.359
431,Griffy,GR,young,60,R,n,1,1,1,24.0,17.8,29.6,3,,,3.45,13,0.806,0.679,1.485
432,BB,BB,young,0,D,n,1,1,1,8.0,26.3,,1,0,0,,,,,
433,BB,BB,young,0,R,n,1,1,1,21.5,48.0,28.3,1,1,1,3.70,14,0.757,0.408,1.165
434,BB,BB,young,0,R,n,1,1,1,22.0,35.0,59.4,2,1,1,5.04,6,2.005,0.524,2.529
435,BB,BB,young,0,D,n,0,0,0,8.0,,36.5,,,,2.80,7,0.921,0.487,1.408
436,BB,BB,young,0,S,n,1,1,1,8.5,51.5,,1,1,2,,,,,
437,BB,BB,young,0,S,n,1,1,1,7.5,32.6,50.9,1,1,4,3.87,33,1.739,0.998,2.737
438,BB,BB,young,0,A,e,0,0,0,7.0,,32.8,,,,3.13,0,0.676,0,0.676
439,BB,BB,young,0,P,e,1,1,1,17.0,54.0,,0,0,0,,,,,
440,BB,BB,young,0,P,e,1,1,1,16.0,54.4,52.2,1,0,0,4.15,157,1.737,0.973,2.71
441,BB,BB,young,0,H,e,1,1,1,5.0,12.2,56.2,3,1,0,4.01,191,2.919,1.592,4.511
442,BB,BB,young,0,H,e,1,1,1,5.0,33.8,13.6,1,1,1,1.37,21,0.126,0.14,0.266
443,BB,BB,young,0,A,e,1,0,0,7.0,,33.7,1,,,3.72,97,1.377,1.33,2.707
444,BB,BB,young,0,P,e,1,1,1,16.0,73.6,,1,0,1,,,,,
445,BB,BB,young,0,A,e,0,0,0,9.5,,74.4,,,,5.71,219,4.65,2.051,6.701
446,BB,BB,young,0,H,e,1,1,1,12.0,46.3,,1,0,1,,,,,
447,BB,BB,young,0,S,n,1,1,1,13.5,30.3,46.5,1,0,1,5.19,41,1.077,0.721,1.798
448,BB,BB,young,0,R,n,1,1,1,17.0,21.0,31.0,0,2,1,2.95,16,0.616,0.539,1.155
449,BB,BB,young,0,D,n,0,0,0,11.0,,21.9,,,,1.65,4,0.187,0.102,0.289
450,BB,BB,young,0,S,n,1,1,1,10.0,56.5,,0,0,2,,,,,
451,BB,BB,young,0,R,n,1,1,1,22.0,38.5,60.7,,2,1,4.88,10,2.927,0.979,3.906
452,BB,BB,young,0,H,e,1,1,1,9.5,27.2,39.2,0,0,0,3.56,4,0.785,0.303,1.088
453,BB,BB,young,0,D,n,0,0,0,14.5,,27.7,,,,2.72,106,0.944,0.868,1.812
454,BB,BB,young,0,P,e,1,1,1,15.0,44.6,,1,1,1,,,,,
455,BB,BB,young,0,A,e,1,0,0,8.0,,,4,,,,,,,
456,BB,BB,young,5,R,n,1,0,0,17.0,,,5,,,,,,,
457,BB,BB,young,5,D,n,1,0,0,7.0,,,5,,,,,,,
458,BB,BB,young,5,S,n,0,0,0,5.5,,54.4,,,,2.98,131,1.645,0.81,2.455
459,BB,BB,young,5,S,n,1,1,1,19.0,27.4,,0,3,3,,,,,
460,BB,BB,young,5,R,n,0,0,0,21.0,,26.5,,,,2.95,20,0.656,0.284,0.94
461,BB,BB,young,5,D,n,0,0,0,18.5,,,,,,,,,,
462,BB,BB,young,5,P,e,1,1,1,16.0,38.3,,1,0,0,,,,,
463,BB,BB,young,5,H,e,1,1,1,14.0,32.2,39.6,1,0,1,3.50,204,1.206,0.827,2.033
464,BB,BB,young,5,A,e,1,1,0,6.5,,31.3,1,1,,2.64,35,1.068,0.876,1.944
465,BB,BB,young,5,A,e,1,0,0,10.5,,,5,,,,,,,
466,BB,BB,young,5,P,e,1,1,1,16.5,51.7,,0,0,0,,,,,
467,BB,BB,young,5,H,e,1,1,1,18.0,28.7,49.8,1,1,0,3.46,316,3.197,1.981,5.178
468,BB,BB,young,5,A,e,1,1,1,10.5,16.4,26.6,2,0,1,2.44,73,0.99,0.674,1.664
469,BB,BB,young,5,D,n,0,0,0,16.0,,18.2,,,,2.03,17,0.124,0.061,0.185
470,BB,BB,young,5,A,e,1,1,1,6.0,29.4,,1,0,2,,,,,
471,BB,BB,young,5,S,n,1,1,0,4.0,,32.0,1,0,,2.71,45,0.708,0.306,1.014
472,BB,BB,young,5,P,e,1,1,1,17.0,79.4,,1,0,0,,,,,
473,BB,BB,young,5,H,e,1,1,1,13.0,49.6,70.9,1,1,1,4.24,213,2.503,1.466,3.969
474,BB,BB,young,5,S,n,1,1,1,15.0,25.3,46.6,0,0,2,4.01,83,1.847,1.01,2.857
475,BB,BB,young,5,P,e,1,1,1,19.0,42.8,25.7,1,0,0,2.75,12,0.578,0.25,0.828
476,BB,BB,young,5,R,n,1,1,1,20.5,25.3,45.5,,2,3,3.10,90,0.934,0.762,1.696
477,BB,BB,young,5,H,e,1,1,1,15.5,33.8,28.3,1,1,2,2.40,6,0.372,0.207,0.579
478,BB,BB,young,5,D,n,0,0,0,4.0,,33.1,,,,2.47,68,1.019,0.576,1.595
479,BB,BB,young,5,R,n,1,1,1,22.0,34.9,,3,2,3,,,,,
480,BB,BB,young,10,D,n,1,0,0,6.0,,38.4,0,,,2.53,7,0.655,0.269,0.924
481,BB,BB,young,10,R,n,1,0,0,18.0,,,5,,,,,,,
482,BB,BB,young,10,D,n,0,0,0,8.5,,,,,,,,,,
483,BB,BB,young,10,R,n,0,0,0,24.5,,,,,,,,,,
484,BB,BB,young,10,S,n,1,1,1,15.0,26.0,,2,1,2,,,,,
485,BB,BB,young,10,S,n,1,1,1,17.5,34.8,25.4,1,1,4,2.53,7,0.4,0.089,0.489
486,BB,BB,young,10,A,e,0,0,0,3.5,,30.5,,,,2.84,0,0.684,0,0.684
487,BB,BB,young,10,P,e,1,1,1,18.5,45.6,,0,0,0,,,,,
488,BB,BB,young,10,P,e,1,1,1,16.0,42.3,46.6,0,0,0,4.07,127,1.422,0.991,2.413
489,BB,BB,young,10,H,e,1,1,1,15.5,23.9,39.7,1,0,1,2.79,62,0.63,0.458,1.088
490,BB,BB,young,10,H,e,1,1,1,12.0,33.5,23.5,1,0,0,2.48,51,0.565,0.378,0.943
491,BB,BB,young,10,A,e,0,0,0,7.0,,33.3,,,,3.06,39,0.586,0.528,1.114
492,BB,BB,young,10,A,e,1,0,0,3.0,,,5,,,,,,,
493,BB,BB,young,10,R,n,0,0,0,21.0,,,,,,,,,,
494,BB,BB,young,10,S,n,1,1,1,9.5,20.2,,3,0,1,,,,,
495,BB,BB,young,10,R,n,0,0,1,19.5,27.6,19.6,,,,1.77,8,0.151,0.06,0.211
496,BB,BB,young,10,H,e,1,1,1,10.0,46.5,,1,0,0,,,,,
497,BB,BB,young,10,P,e,1,1,1,13.0,43.4,48.1,0,0,1,4.59,74,1.695,1.413,3.108
498,BB,BB,young,10,D,n,0,0,0,7.0,,40.5,,,,3.66,139,0.864,0.446,1.31
499,BB,BB,young,10,A,e,1,0,0,5.0,,,1,,,,,,,
500,BB,BB,young,10,S,n,1,0,0,10.0,,,1,,,,,,,
