num,site_name,site_code,forest_age,distance,species,status,survival04,survival05,survival06,initial_ht,ht_spring06,final_ht06,herbivory04,herbivory05,herbivory06,diameter06,num_leaves,stem_biomass,leaf_biomass,tot_biomass
1263,Duckworth Rd,DU,mature,40,H,e,1,1,1,5.5,15.2,11.4,1,0,1,1.22,9,0.077,0.055,0.132
1264,Duckworth Rd,DU,mature,40,A,e,1,0,0,7.0,,,0,,,,,,,
1265,Duckworth Rd,DU,mature,40,R,n,1,1,1,15.0,14.6,27.3,1,2,1,2.84,5,0.272,0.052,0.324
1266,Duckworth Rd,DU,mature,40,S,n,1,1,1,9.0,22.3,22.4,1,2,1,3.14,10,0.34,0.207,0.547
1267,Duckworth Rd,DU,mature,40,H,e,1,1,1,11.0,27.2,27.6,0,1,0,3.15,57,0.617,0.388,1.005
1268,Duckworth Rd,DU,mature,40,P,e,1,1,1,11.5,14.2,20.6,1,,0,2.31,36,0.206,0.072,0.278
1269,Duckworth Rd,DU,mature,40,D,n,1,1,1,5.0,16.5,18.0,1,1,2,2.19,5,0.275,0.108,0.383
1270,Duckworth Rd,DU,mature,40,P,e,1,1,1,12.5,35.2,33.7,1,1,1,2.91,59,0.731,0.36,1.091
1271,Duckworth Rd,DU,mature,40,D,n,1,0,0,18.0,,,3,,,,,,,
1272,Duckworth Rd,DU,mature,40,A,e,1,1,1,7.0,24.4,23.6,0,1,0,2.95,31,0.345,0.268,0.613
1273,Duckworth Rd,DU,mature,60,R,n,1,1,1,11.0,17.7,17.8,2,1,1,2.47,9,0.228,0.208,0.436
1274,Duckworth Rd,DU,mature,60,D,n,0,0,0,5.0,,,,,,,,,,
1275,Duckworth Rd,DU,mature,60,S,n,1,1,1,6.5,14.5,16.0,0,1,1,2.23,14,0.293,0.308,0.601
1276,Duckworth Rd,DU,mature,60,R,n,1,1,1,14.0,16.3,15.4,2,1,1,2.42,4,0.152,0.202,0.354
1277,Duckworth Rd,DU,mature,60,S,n,1,1,1,5.0,12.9,11.7,0,1,0,1.97,16,0.143,0.199,0.342
1278,Duckworth Rd,DU,mature,60,D,n,0,0,0,5.0,,,,,,,,,,
1279,Duckworth Rd,DU,mature,60,P,e,1,1,1,18.5,29.3,30.1,1,1,1,3.43,38,0.847,0.277,1.124
1280,Duckworth Rd,DU,mature,60,H,e,1,1,1,6.0,20.6,18.5,1,2,1,2.70,39,0.451,0.241,0.692
1281,Duckworth Rd,DU,mature,60,H,e,1,1,1,13.0,26.5,22.2,0,1,1,3.80,46,0.726,0.328,1.054
1282,Duckworth Rd,DU,mature,60,A,e,1,0,0,4.0,,,1,,,,,,,
1283,Duckworth Rd,DU,mature,60,A,e,1,1,1,14.5,15.9,17.1,0,0,0,1.43,25,0.146,0.087,0.233
1284,Duckworth Rd,DU,mature,60,P,e,1,1,1,13.5,20.2,16.9,1,2,0,2.45,81,0.582,0.38,0.962
1285,Duckworth Rd,DU,mature,60,P,e,1,1,1,17.0,25.1,26.4,0,1,0,2.94,86,0.851,0.454,1.305
1286,Duckworth Rd,DU,mature,60,R,n,1,1,1,15.0,15.4,19.9,2,0,0,3.51,8,0.357,0.199,0.556
1287,Duckworth Rd,DU,mature,60,A,e,1,1,0,11.0,,,0,0,,,,,,
1288,Duckworth Rd,DU,mature,60,H,e,1,1,1,10.0,13.8,13.7,1,0,1,2.93,13,0.288,0.111,0.399
1289,Duckworth Rd,DU,mature,60,R,n,1,1,1,14.0,20.5,23.4,1,1,1,3.31,5,0.408,0.188,0.596
1290,Duckworth Rd,DU,mature,60,A,e,1,1,1,11.0,5.4,,0,0,,,,,,
1291,Duckworth Rd,DU,mature,60,H,e,1,1,1,12.5,26.7,26.9,1,1,1,2.23,55,0.666,0.354,1.02
1292,Duckworth Rd,DU,mature,60,S,n,1,1,1,3.5,11.8,14.2,0,0,1,1.61,5,0.121,0.086,0.207
1293,Duckworth Rd,DU,mature,60,P,e,1,1,1,15.5,30.2,30.6,1,1,0,3.53,154,0.996,0.692,1.688
1294,Duckworth Rd,DU,mature,60,S,n,1,1,1,5.0,16.1,16.9,1,1,1,2.42,8,0.247,0.16,0.407
1295,Duckworth Rd,DU,mature,60,D,n,1,0,0,6.0,,,2,,,,,,,
1296,Duckworth Rd,DU,mature,60,D,n,1,0,0,5.5,,,2,,,,,,,
1297,T.C. Steele,TC,mature,0,R,n,1,1,1,13.5,25.1,24.0,1,2,1,2.85,10,0.551,0.376,0.927
1298,T.C. Steele,TC,mature,0,S,n,1,1,1,10.0,22.8,24.3,0,1,2,2.85,7,0.462,0.185,0.647
1299,T.C. Steele,TC,mature,0,D,n,1,1,1,8.0,28.9,30.0,1,1,2,2.61,14,0.594,0.426,1.02
1300,T.C. Steele,TC,mature,0,D,n,1,1,1,7.0,23.9,25.7,1,1,2,2.85,6,0.497,0.311,0.808
1301,T.C. Steele,TC,mature,0,S,n,1,0,0,8.0,,,0,,,,,,,
1302,T.C. Steele,TC,mature,0,R,n,1,1,1,19.0,12.5,,1,1,,,,,,
1303,T.C. Steele,TC,mature,0,H,e,1,1,1,8.0,24.6,24.9,1,1,1,3.29,54,0.576,0.679,1.255
1304,T.C. Steele,TC,mature,0,A,e,1,1,1,7.5,45.7,47.2,0,1,2,3.78,44,1.452,0.697,2.149
1305,T.C. Steele,TC,mature,0,A,e,1,1,1,11.0,55.6,57.4,0,1,2,3.80,59,1.668,0.647,2.315
1306,T.C. Steele,TC,mature,0,H,e,1,1,1,9.0,21.1,21.9,1,1,1,4.94,69,0.786,0.573,1.359
1307,T.C. Steele,TC,mature,0,P,e,1,1,1,21.5,32.4,37.5,1,1,1,2.40,122,1.007,0.234,1.241
1308,T.C. Steele,TC,mature,0,P,e,1,1,1,9.5,23.1,29.2,1,1,1,3.60,11,0.65,0.361,1.011
1309,T.C. Steele,TC,mature,0,R,n,1,1,1,18.5,36.6,35.9,1,1,3,4.06,17,1.131,0.486,1.617
1310,T.C. Steele,TC,mature,0,A,e,1,0,0,3.5,,,3,,,,,,,
1311,T.C. Steele,TC,mature,0,S,n,1,1,1,15.0,25.2,26.1,0,,0,3.36,17,0.606,0.182,0.788
1312,T.C. Steele,TC,mature,0,H,e,1,1,1,10.0,12.5,13.2,2,2,1,2.67,27,0.276,0.13,0.406
1313,T.C. Steele,TC,mature,0,D,n,1,1,1,9.5,21.9,27.3,2,1,2,4.48,30,1.445,0.744,2.189
1314,T.C. Steele,TC,mature,0,S,n,1,1,1,7.0,20.1,19.5,0,1,1,2.66,9,0.341,0.234,0.575
1315,T.C. Steele,TC,mature,0,D,n,1,1,1,10.0,28.3,29.7,4,3,3,3.53,8,0.795,0.271,1.066
1316,T.C. Steele,TC,mature,0,R,n,1,1,1,17.0,21.7,22.6,1,3,3,3.21,3,0.585,0.057,0.642
1317,T.C. Steele,TC,mature,0,H,e,1,1,1,18.0,28.5,32.2,3,1,2,4.47,63,1.139,0.848,1.987
1318,T.C. Steele,TC,mature,0,A,e,1,1,1,9.5,103.7,129.1,3,1,1,11.85,361,16.43,7.036,23.466
1319,T.C. Steele,TC,mature,0,P,e,1,1,1,14.5,43.4,45.3,1,1,1,3.63,76,1.591,0.367,1.958
1320,T.C. Steele,TC,mature,0,P,e,1,1,1,13.5,11.2,29.7,1,1,1,3.30,43,0.724,0.198,0.922
1321,T.C. Steele,TC,mature,5,S,n,1,1,1,5.0,6.8,,0,1,,,,,,
1322,T.C. Steele,TC,mature,5,D,n,1,1,1,6.0,15.2,16.2,3,2,5,2.14,0,0.223,0,0.223
1323,T.C. Steele,TC,mature,5,R,n,1,1,1,18.0,19.6,19.6,1,2,2,3.07,6,0.486,0.199,0.685
1324,T.C. Steele,TC,mature,5,R,n,1,1,1,22.5,28.9,29.5,1,1,2,3.67,4,0.597,0.204,0.801
1325,T.C. Steele,TC,mature,5,D,n,1,1,1,9.5,15.7,21.0,1,1,1,2.43,4,0.323,0.073,0.396
1326,T.C. Steele,TC,mature,5,S,n,1,1,1,3.0,11.7,12.2,0,0,1,2.00,6,0.137,0.147,0.284
1327,T.C. Steele,TC,mature,5,P,e,1,1,1,16.0,32.8,35.9,1,1,2,3.44,103,0.838,0.275,1.113
1328,T.C. Steele,TC,mature,5,P,e,1,1,1,15.0,40.0,46.3,2,1,1,3.78,76,1.745,0.55,2.295
1329,T.C. Steele,TC,mature,5,H,e,1,1,1,14.5,28.3,20.9,1,1,1,3.41,45,0.508,0.43,0.938
1330,T.C. Steele,TC,mature,5,A,e,1,1,1,10.5,54.5,55.2,0,1,1,5.43,76,2.53,1.274,3.804
1331,T.C. Steele,TC,mature,5,A,e,0,0,0,10.5,,,,,,,,,,
1332,T.C. Steele,TC,mature,5,H,e,1,1,1,21.5,24.9,26.4,1,1,2,7.67,59,1.129,0.35,1.479
1333,T.C. Steele,TC,mature,5,D,n,1,1,1,18.0,24.1,27.6,3,1,1,3.01,9,0.846,0.263,1.109
1334,T.C. Steele,TC,mature,5,R,n,1,1,1,13.0,13.4,13.7,1,2,5,2.21,0,0.268,0,0.268
1335,T.C. Steele,TC,mature,5,S,n,1,1,1,3.0,10.1,11.0,0,0,1,1.53,4,0.099,0.077,0.176
1336,T.C. Steele,TC,mature,5,S,n,1,1,1,4.5,15.9,17.5,0,1,1,3.26,6,0.316,0.283,0.599
1337,T.C. Steele,TC,mature,5,A,e,1,1,1,9.5,17.9,35.4,0,2,2,2.96,7,0.377,0.124,0.501
1338,T.C. Steele,TC,mature,5,H,e,1,1,1,10.5,14.6,15.3,1,1,2,3.09,12,0.475,0.044,0.519
1339,T.C. Steele,TC,mature,5,D,n,1,1,1,9.0,26.2,27.3,1,2,3,2.97,4,0.628,0.196,0.824
1340,T.C. Steele,TC,mature,5,P,e,1,1,1,16.0,52.8,56.5,1,1,1,3.88,195,2.236,0.833,3.069
1341,T.C. Steele,TC,mature,5,A,e,1,1,1,9.5,23.8,28.2,1,2,1,2.59,7,0.66,0.124,0.784
1342,T.C. Steele,TC,mature,5,H,e,1,1,1,11.0,15.0,16.5,2,0,1,2.98,60,0.368,0.163,0.531
1343,T.C. Steele,TC,mature,5,R,n,1,1,1,18.0,,19.3,1,3,2,3.14,4,0.337,0.07,0.407
1344,T.C. Steele,TC,mature,5,P,e,1,1,1,9.5,19.6,23.2,1,1,1,3.05,61,0.79,0.313,1.103
1345,T.C. Steele,TC,mature,10,S,n,1,1,1,7.0,16.6,16.9,2,1,0,2.26,8,0.258,0.159,0.417
1346,T.C. Steele,TC,mature,10,S,n,1,1,1,5.5,5.6,10.0,2,1,3,1.17,2,0.063,0.071,0.134
1347,T.C. Steele,TC,mature,10,R,n,1,1,1,20.0,26.1,23.3,2,2,2,4.27,6,0.637,0.223,0.86
1348,T.C. Steele,TC,mature,10,R,n,1,1,1,20.5,8.4,9.9,3,,2,2.84,6,0.199,0.117,0.316
1349,T.C. Steele,TC,mature,10,D,n,1,1,1,7.0,15.6,,2,2,,,,,,
1350,T.C. Steele,TC,mature,10,D,n,1,1,1,6.0,23.4,23.2,2,1,2,2.66,3,0.411,0.17,0.581
1351,T.C. Steele,TC,mature,10,A,e,1,1,1,6.0,30.8,28.1,1,2,3,2.81,13,0.581,0.174,0.755
1352,T.C. Steele,TC,mature,10,H,e,1,1,1,15.5,27.6,28.4,1,1,1,4.31,46,0.924,0.279,1.203
1353,T.C. Steele,TC,mature,10,P,e,1,1,1,11.0,24.9,25.3,2,0,1,2.79,73,0.75,0.198,0.948
1354,T.C. Steele,TC,mature,10,P,e,1,1,1,15.0,27.0,33.9,2,1,1,2.73,136,1.089,0.382,1.471
1355,T.C. Steele,TC,mature,10,H,e,1,1,1,16.5,28.6,26.2,1,0,1,4.56,37,0.901,0.108,1.009
1356,T.C. Steele,TC,mature,10,A,e,1,0,0,11.0,,,1,,,,,,,
1357,T.C. Steele,TC,mature,10,D,n,1,1,1,9.5,33.6,35.2,1,3,2,4.99,51,1.704,0.799,2.503
1358,T.C. Steele,TC,mature,10,P,e,1,1,1,13.5,37.4,38.4,1,1,1,3.76,197,1.797,1.014,2.811
1359,T.C. Steele,TC,mature,10,H,e,1,1,1,11.5,23.0,21.7,1,1,1,3.78,62,0.691,0.59,1.281
1360,T.C. Steele,TC,mature,10,H,e,1,1,1,16.5,23.4,23.3,2,1,2,4.15,89,0.658,0.613,1.271
1361,T.C. Steele,TC,mature,10,P,e,1,1,1,15.5,39.2,40.0,1,1,1,4.84,120,1.16,0.478,1.638
1362,T.C. Steele,TC,mature,10,S,n,1,1,1,6.5,11.8,12.5,1,1,1,1.72,4,0.096,0.064,0.16
1363,T.C. Steele,TC,mature,10,A,e,1,1,1,11.0,62.6,75.7,0,1,1,5.26,102,4.626,1.796,6.422
1364,T.C. Steele,TC,mature,10,R,n,1,1,1,19.5,26.1,26.2,2,1,2,2.86,4,0.534,0.305,0.839
1365,T.C. Steele,TC,mature,10,S,n,1,1,1,8.0,21.4,17.2,1,0,1,2.75,5,0.273,0.098,0.371
1366,T.C. Steele,TC,mature,10,R,n,1,1,1,21.0,14.2,22.4,1,1,3,2.90,3,0.342,0.068,0.41
1367,T.C. Steele,TC,mature,10,A,e,0,0,0,9.0,,,,,,,,,,
1368,T.C. Steele,TC,mature,10,D,n,1,1,1,9.0,22.1,21.1,3,2,2,2.53,5,0.397,0.131,0.528
1369,T.C. Steele,TC,mature,20,D,n,1,1,1,16.0,18.8,19.9,1,1,3,2.58,7,0.479,0.281,0.76
1370,T.C. Steele,TC,mature,20,R,n,1,1,1,24.0,14.2,18.0,1,0,2,3.83,7,0.358,0.15,0.508
1371,T.C. Steele,TC,mature,20,S,n,0,0,0,10.5,,,,,,,,,,
1372,T.C. Steele,TC,mature,20,R,n,1,1,1,13.5,14.9,15.5,1,1,2,2.15,9,0.187,0.146,0.333
1373,T.C. Steele,TC,mature,20,S,n,1,1,1,9.0,20.7,20.9,0,0,1,2.64,15,0.339,0.312,0.651
1374,T.C. Steele,TC,mature,20,D,n,1,1,1,6.5,20.6,21.1,1,1,5,2.33,0,0.343,0,0.343
1375,T.C. Steele,TC,mature,20,P,e,1,1,1,20.5,22.4,22.6,1,1,2,3.88,110,0.915,0.2,1.115
1376,T.C. Steele,TC,mature,20,A,e,1,1,1,10.0,71.5,71.7,0,1,1,7.39,163,4.134,2.166,6.3
1377,T.C. Steele,TC,mature,20,H,e,1,1,1,13.0,33.5,27.6,1,0,1,3.97,95,1.155,0.445,1.6
1378,T.C. Steele,TC,mature,20,P,e,1,1,1,18.0,26.4,27.8,2,2,1,4.30,65,1.289,0.363,1.652
1379,T.C. Steele,TC,mature,20,H,e,1,1,1,9.5,15.4,17.7,2,1,1,2.82,65,0.454,0.331,0.785
1380,T.C. Steele,TC,mature,20,A,e,1,1,1,7.5,37.6,38.0,1,1,1,3.13,21,0.642,0.432,1.074
1381,T.C. Steele,TC,mature,20,A,e,0,0,0,7.5,,,,,,,,,,
1382,T.C. Steele,TC,mature,20,S,n,1,1,1,12.0,14.3,16.4,,0,3,2.57,2,0.22,0.003,0.223
1383,T.C. Steele,TC,mature,20,H,e,1,1,1,13.0,15.1,13.2,1,1,1,1.90,26,0.45,0.066,0.516
1384,T.C. Steele,TC,mature,20,P,e,1,1,1,17.5,20.1,19.7,1,1,1,3.38,63,0.694,0.254,0.948
1385,T.C. Steele,TC,mature,20,P,e,1,1,1,13.0,21.7,20.8,1,2,1,2.52,45,0.419,0.145,0.564
1386,T.C. Steele,TC,mature,20,A,e,1,1,1,9.5,12.1,13.4,1,1,1,2.68,29,0.323,0.186,0.509
1387,T.C. Steele,TC,mature,20,D,n,1,1,1,7.5,20.8,22.0,1,1,5,2.16,0,0.284,0,0.284
1388,T.C. Steele,TC,mature,20,D,n,1,1,1,7.5,17.2,18.2,1,1,4,1.79,0,0.19,0,0.19
1389,T.C. Steele,TC,mature,20,R,n,1,1,1,11.5,13.6,14.1,1,0,3,2.24,5,0.184,0.058,0.242
1390,T.C. Steele,TC,mature,20,S,n,1,1,1,7.0,10.1,10.8,0,0,0,2.27,8,0.134,0.105,0.239
1391,T.C. Steele,TC,mature,20,H,e,1,1,1,10.0,16.5,17.2,1,2,1,3.98,52,0.488,0.215,0.703
1392,T.C. Steele,TC,mature,20,R,n,1,1,1,21.0,10.9,14.1,3,2,1,3.42,10,0.295,0.121,0.416
1393,T.C. Steele,TC,mature,40,R,n,1,1,1,24.5,15.3,18.0,,1,1,3.33,7,0.414,0.088,0.502
1394,T.C. Steele,TC,mature,40,D,n,1,1,1,6.5,18.7,18.7,2,0,5,2.00,0,0.218,0,0.218
1395,T.C. Steele,TC,mature,40,R,n,1,1,1,23.0,22.4,24.5,0,5,5,3.45,0,0.413,0,0.413
1396,T.C. Steele,TC,mature,40,D,n,1,1,1,7.0,6.8,11.0,1,0,1,2.13,6,0.15,0.042,0.192
1397,T.C. Steele,TC,mature,40,S,n,1,1,1,3.0,7.8,8.3,1,0,0,1.71,5,0.072,0.074,0.146
1398,T.C. Steele,TC,mature,40,S,n,1,1,1,5.5,11.3,11.7,,0,0,1.73,7,0.095,0.058,0.153
1399,T.C. Steele,TC,mature,40,P,e,1,1,1,11.5,15.4,17.5,1,1,1,2.71,61,0.474,0.096,0.57
1400,T.C. Steele,TC,mature,40,H,e,1,1,1,14.5,9.6,20.7,1,1,1,3.78,32,0.572,0.15,0.722
1401,T.C. Steele,TC,mature,40,P,e,1,1,1,16.0,18.9,19.4,1,1,1,4.18,58,0.44,0.102,0.542
1402,T.C. Steele,TC,mature,40,H,e,1,1,1,10.0,14.1,14.9,2,0,0,3.20,38,0.365,0.115,0.48
1403,T.C. Steele,TC,mature,40,A,e,1,1,1,11.5,18.6,18.2,0,1,3,2.74,5,0.396,0.015,0.411
1404,T.C. Steele,TC,mature,40,A,e,0,0,0,3.5,,,,,,,,,,
1405,T.C. Steele,TC,mature,40,H,e,1,1,1,15.5,16.4,17.7,1,1,0,3.28,13,0.721,0.064,0.785
1406,T.C. Steele,TC,mature,40,D,n,1,1,1,7.0,17.0,18.5,1,1,3,3.38,9,0.507,0.131,0.638
1407,T.C. Steele,TC,mature,40,P,e,1,1,1,15.0,11.8,17.4,1,2,1,3.12,57,0.507,0.199,0.706
1408,T.C. Steele,TC,mature,40,R,n,1,1,1,19.0,10.9,12.2,2,3,1,2.74,3,0.211,0.049,0.26
1409,T.C. Steele,TC,mature,40,S,n,1,1,1,5.0,5.7,,0,0,,,,,,
1410,T.C. Steele,TC,mature,40,D,n,1,1,1,8.5,20.7,21.9,1,2,3,2.81,8,0.421,0.118,0.539
1411,T.C. Steele,TC,mature,40,H,e,1,1,1,12.0,25.6,23.6,0,1,1,4.26,60,1.035,0.436,1.471
1412,T.C. Steele,TC,mature,40,R,n,1,1,1,23.0,23.4,22.5,1,2,3,3.08,5,0.486,0.154,0.64
1413,T.C. Steele,TC,mature,40,A,e,1,0,0,6.5,,,0,,,,,,,
1414,T.C. Steele,TC,mature,40,A,e,1,1,1,10.0,20.9,21.4,0,0,2,3.46,25,0.432,0.226,0.658
1415,T.C. Steele,TC,mature,40,S,n,0,0,0,8.0,,,,,,,,,,
1416,T.C. Steele,TC,mature,40,P,e,1,1,1,16.5,13.6,16.0,1,1,1,2.62,33,0.489,0.084,0.573
1417,T.C. Steele,TC,mature,60,S,n,1,1,1,6.0,11.9,14.5,,1,1,2.45,5,0.154,0.126,0.28
1418,T.C. Steele,TC,mature,60,S,n,1,1,1,9.5,20.4,21.6,1,0,1,2.58,13,0.369,0.123,0.492
1419,T.C. Steele,TC,mature,60,R,n,1,1,1,22.0,23.3,24.8,0,3,1,2.99,4,0.479,0.086,0.565
1420,T.C. Steele,TC,mature,60,D,n,1,1,1,11.5,11.3,21.4,0,1,0,2.40,13,0.407,0.157,0.564
1421,T.C. Steele,TC,mature,60,D,n,1,1,1,8.0,24.2,24.5,1,2,2,3.56,10,0.801,0.523,1.324
1422,T.C. Steele,TC,mature,60,R,n,1,1,1,19.0,20.5,21.5,,2,2,2.90,5,0.346,0.126,0.472
1423,T.C. Steele,TC,mature,60,H,e,1,1,1,13.5,22.2,22.5,0,1,1,3.26,53,0.649,0.223,0.872
1424,T.C. Steele,TC,mature,60,P,e,1,1,1,20.0,24.8,24.7,1,1,0,3.42,74,0.696,0.198,0.894
1425,T.C. Steele,TC,mature,60,P,e,1,1,1,17.5,28.3,29.1,2,0,1,2.54,91,0.531,0.265,0.796
1426,T.C. Steele,TC,mature,60,A,e,0,0,0,3.0,,,,,,,,,,
1427,T.C. Steele,TC,mature,60,A,e,0,0,0,15.5,,,,,,,,,,
1428,T.C. Steele,TC,mature,60,H,e,1,1,1,12.0,18.3,22.1,0,1,0,2.60,45,0.347,0.158,0.505
1429,T.C. Steele,TC,mature,60,P,e,1,1,1,15.5,19.9,20.6,1,1,1,2.63,78,0.536,0.173,0.709
1430,T.C. Steele,TC,mature,60,R,n,1,1,1,19.5,19.8,19.2,4,3,1,2.64,5,0.267,0.072,0.339
1431,T.C. Steele,TC,mature,60,A,e,1,1,1,12.0,25.7,25.5,1,0,1,1.77,19,0.339,0.157,0.496
1432,T.C. Steele,TC,mature,60,S,n,1,1,1,5.0,9.4,9.9,0,0,0,1.26,4,0.053,0.049,0.102
1433,T.C. Steele,TC,mature,60,D,n,1,1,1,9.0,29.2,29.5,1,2,2,2.67,6,0.577,0.123,0.7
1434,T.C. Steele,TC,mature,60,R,n,1,1,1,21.5,22.2,23.7,,2,2,3.89,6,0.477,0.101,0.578
1435,T.C. Steele,TC,mature,60,P,e,1,1,1,8.0,19.3,18.1,1,1,0,1.78,29,0.181,0.131,0.312
1436,T.C. Steele,TC,mature,60,A,e,0,0,0,6.5,,,,,,,,,,
1437,T.C. Steele,TC,mature,60,H,e,1,1,1,12.5,9.7,11.6,3,3,0,1.62,22,0.164,0.118,0.282
1438,T.C. Steele,TC,mature,60,H,e,1,1,1,15.5,22.5,20.0,2,0,1,2.81,42,0.47,0.268,0.738
1439,T.C. Steele,TC,mature,60,S,n,1,1,1,11.0,15.5,16.9,2,1,0,2.00,8,0.159,0.074,0.233
1440,T.C. Steele,TC,mature,60,D,n,1,1,1,3.5,10.0,10.5,0,4,1,1.60,2,0.055,0.017,0.072
1441,Lilley-Dickey,LD,mature,0,R,n,1,1,1,18.5,35.1,38.4,1,2,2,3.23,11,1.173,0.863,2.036
1442,Lilley-Dickey,LD,mature,0,D,n,1,1,0,4.5,,,1,1,,,,,,
1443,Lilley-Dickey,LD,mature,0,S,n,1,1,1,10.0,20.6,21.0,1,1,2,2.90,14,0.579,0.219,0.798
1444,Lilley-Dickey,LD,mature,0,R,n,1,1,1,21.0,30.8,30.0,0,3,2,3.63,12,0.846,0.472,1.318
1445,Lilley-Dickey,LD,mature,0,S,n,1,1,1,12.5,19.0,19.3,1,1,2,2.75,11,0.509,0.363,0.872
1446,Lilley-Dickey,LD,mature,0,D,n,1,1,1,9.0,29.9,30.8,1,1,2,2.85,12,0.97,0.491,1.461
1447,Lilley-Dickey,LD,mature,0,A,e,1,1,1,7.0,14.6,15.7,0,3,1,2.12,3,0.235,0.028,0.263
1448,Lilley-Dickey,LD,mature,0,H,e,1,1,1,11.0,35.5,25.9,0,1,2,3.89,30,1.159,0.261,1.42
1449,Lilley-Dickey,LD,mature,0,H,e,1,1,1,17.0,33.9,24.6,1,1,2,4.27,65,2.492,0.751,3.243
1450,Lilley-Dickey,LD,mature,0,A,e,1,0,0,4.0,,,1,,,,,,,
1451,Lilley-Dickey,LD,mature,0,P,e,1,1,1,15.0,54.0,42.0,0,0,0,4.18,231,3.265,0.7,3.965
1452,Lilley-Dickey,LD,mature,0,P,e,1,1,1,6.5,13.8,18.8,0,1,0,1.90,42,0.417,0.187,0.604
1453,Lilley-Dickey,LD,mature,0,A,e,1,1,1,4.0,34.0,43.0,1,3,2,3.96,47,1.958,0.973,2.931
1454,Lilley-Dickey,LD,mature,0,P,e,1,1,1,9.5,21.0,21.6,2,1,1,2.79,42,0.851,0.115,0.966
1455,Lilley-Dickey,LD,mature,0,D,n,1,1,1,7.5,28.5,30.0,1,1,3,3.42,5,1.38,0.117,1.497
1456,Lilley-Dickey,LD,mature,0,R,n,1,1,1,18.0,23.8,23.0,2,1,1,2.54,9,0.575,0.49,1.065
1457,Lilley-Dickey,LD,mature,0,H,e,1,1,1,12.5,27.5,20.5,1,1,1,3.18,32,1.238,0.197,1.435
1458,Lilley-Dickey,LD,mature,0,H,e,1,1,1,9.0,22.8,23.6,1,1,1,4.84,101,1.886,0.923,2.809
1459,Lilley-Dickey,LD,mature,0,A,e,1,0,0,4.5,,,2,,,,,,,
1460,Lilley-Dickey,LD,mature,0,R,n,1,1,1,17.0,21.2,14.7,2,1,1,2.87,2,0.528,0.189,0.717
1461,Lilley-Dickey,LD,mature,0,S,n,1,1,1,10.0,25.4,25.2,0,1,1,3.27,34,0.899,0.622,1.521
1462,Lilley-Dickey,LD,mature,0,P,e,1,1,1,6.0,14.3,15.3,1,1,0,2.49,29,0.31,0.106,0.416
1463,Lilley-Dickey,LD,mature,0,S,n,1,1,1,3.0,,11.0,2,2,1,1.48,6,0.079,0.113,0.192
1464,Lilley-Dickey,LD,mature,0,D,n,1,1,0,6.5,,,1,2,,,,,,
1465,Lilley-Dickey,LD,mature,5,S,n,1,1,1,7.5,18.3,19.4,0,1,0,2.08,13,0.298,0.324,0.622
1466,Lilley-Dickey,LD,mature,5,S,n,1,1,1,11.0,30.5,28.0,0,1,1,2.34,16,0.512,0.191,0.703
1467,Lilley-Dickey,LD,mature,5,R,n,1,1,1,14.0,29.0,28.2,1,2,2,2.35,15,0.61,0.509,1.119
1468,Lilley-Dickey,LD,mature,5,D,n,1,1,1,13.5,15.5,15.8,1,2,1,1.69,3,0.164,0.048,0.212
1469,Lilley-Dickey,LD,mature,5,R,n,1,1,1,20.5,20.7,20.9,0,1,1,2.51,11,0.441,0.364,0.805
1470,Lilley-Dickey,LD,mature,5,D,n,1,1,1,7.0,21.1,20.2,2,3,1,2.31,10,0.47,0.153,0.623
1471,Lilley-Dickey,LD,mature,5,A,e,0,0,0,4.0,,,,,,,,,,
1472,Lilley-Dickey,LD,mature,5,H,e,1,1,1,8.5,8.3,9.5,0,0,0,0.68,8,0.023,0.023,0.046
1473,Lilley-Dickey,LD,mature,5,H,e,1,1,1,8.0,30.6,25.5,0,1,0,2.94,27,0.596,0.13,0.726
1474,Lilley-Dickey,LD,mature,5,A,e,1,1,1,8.0,12.8,14.9,1,1,1,1.53,11,0.178,0.138,0.316
1475,Lilley-Dickey,LD,mature,5,P,e,1,1,1,15.0,29.6,30.1,2,1,1,3.25,228,1.025,0.584,1.609
1476,Lilley-Dickey,LD,mature,5,P,e,1,1,1,19.0,27.9,28.5,0,1,0,2.95,84,0.936,0.169,1.105
1477,Lilley-Dickey,LD,mature,5,D,n,1,1,1,8.0,18.6,31.1,1,2,3,2.28,0,0.771,0,0.771
1478,Lilley-Dickey,LD,mature,5,D,n,1,1,1,18.0,28.4,28.4,1,2,2,2.03,1,0.505,0.038,0.543
1479,Lilley-Dickey,LD,mature,5,R,n,1,1,1,16.5,30.8,29.9,2,1,1,2.51,8,0.574,0.285,0.859
1480,Lilley-Dickey,LD,mature,5,S,n,1,1,1,4.5,13.8,14.7,0,1,0,1.56,4,0.127,0.069,0.196
1481,Lilley-Dickey,LD,mature,5,A,e,1,1,1,7.0,8.6,12.2,2,2,1,2.74,5,0.214,0.06,0.274
1482,Lilley-Dickey,LD,mature,5,H,e,1,1,1,9.0,46.4,45.6,1,1,1,3.79,83,1.545,1.138,2.683
1483,Lilley-Dickey,LD,mature,5,P,e,1,1,1,14.0,34.8,27.6,0,1,1,3.10,32,0.938,0.103,1.041
1484,Lilley-Dickey,LD,mature,5,P,e,1,1,1,14.0,19.2,23.2,1,0,0,3.25,94,0.771,0.286,1.057
