"num","site","age","distance","species","native_exotic","height2006_cm","survival2004","survival2005","survival2006","herbivory2004","herbivory2005","herbivory_2006","htspri",""
"1350","T.C. Steele","mature","10","D","n","6","1","1","","2","1","","23.4",""
"1351","T.C. Steele","mature","10","A","e","6","1","1","","1","2","","30.8",""
"1352","T.C. Steele","mature","10","H","e","15.5","1","1","","1","1","","27.6",""
"1353","T.C. Steele","mature","10","P","e","11","1","1","","2","0","","24.9",""
"1354","T.C. Steele","mature","10","P","e","15","1","1","","2","1","","27",""
"1355","T.C. Steele","mature","10","H","e","16.5","1","1","","1","0","","28.6",""
"1356","T.C. Steele","mature","10","A","e","11","1","0","0","1","","","",""
"1357","T.C. Steele","mature","10","D","n","9.5","1","1","","1","3","","33.6",""
"1358","T.C. Steele","mature","10","P","e","13.5","1","1","","1","1","","37.4",""
"1359","T.C. Steele","mature","10","H","e","11.5","1","1","","1","1","","23",""
"1360","T.C. Steele","mature","10","H","e","16.5","1","1","","2","1","","23.4",""
"1361","T.C. Steele","mature","10","P","e","15.5","1","1","","1","1","","39.2",""
"1362","T.C. Steele","mature","10","S","n","6.5","1","1","","1","1","","11.8",""
"1363","T.C. Steele","mature","10","A","e","11","1","1","","0","1","","62.6",""
"1364","T.C. Steele","mature","10","R","n","19.5","1","1","","2","1","","26.1",""
"1365","T.C. Steele","mature","10","S","n","8","1","1","","1","0","","21.4",""
"1366","T.C. Steele","mature","10","R","n","21","1","1","","1","1","","14.2",""
"1367","T.C. Steele","mature","10","A","e","9","0","0","0","","","","",""
"1368","T.C. Steele","mature","10","D","n","9","1","1","","3","2","","22.1",""
"1369","T.C. Steele","mature","20","D","n","16","1","1","","1","1","","18.8",""
"1370","T.C. Steele","mature","20","R","n","24","1","1","","1","0","","14.2",""
"1371","T.C. Steele","mature","20","S","n","10.5","0","0","0","","","","",""
"1372","T.C. Steele","mature","20","R","n","13.5","1","1","","1","1","","14.9",""
"1373","T.C. Steele","mature","20","S","n","9","1","1","","0","0","","20.7",""
"1374","T.C. Steele","mature","20","D","n","6.5","1","1","","1","1","","20.6",""
"1375","T.C. Steele","mature","20","P","e","20.5","1","1","","1","1","","22.4",""
"1376","T.C. Steele","mature","20","A","e","10","1","1","","0","1","","71.5",""
"1377","T.C. Steele","mature","20","H","e","13","1","1","","1","0","","33.5",""
"1378","T.C. Steele","mature","20","P","e","18","1","1","","2","2","","26.4",""
"1379","T.C. Steele","mature","20","H","e","9.5","1","1","","2","1","","15.4",""
"1380","T.C. Steele","mature","20","A","e","7.5","1","1","","1","1","","37.6",""
"1381","T.C. Steele","mature","20","A","e","7.5","0","0","0","","","","",""
"1382","T.C. Steele","mature","20","S","n","12","1","1","","","0","","14.3",""
"1383","T.C. Steele","mature","20","H","e","13","1","1","","1","1","","15.1",""
"1384","T.C. Steele","mature","20","P","e","17.5","1","1","","1","1","","20.1",""
"1385","T.C. Steele","mature","20","P","e","13","1","1","","1","2","","21.7",""
"1386","T.C. Steele","mature","20","A","e","9.5","1","1","","1","1","","12.1",""
"1387","T.C. Steele","mature","20","D","n","7.5","1","1","","1","1","","20.8",""
"1388","T.C. Steele","mature","20","D","n","7.5","1","1","","1","1","","17.2",""
"1389","T.C. Steele","mature","20","R","n","11.5","1","1","","1","0","","13.6",""
"1390","T.C. Steele","mature","20","S","n","7","1","1","","0","0","","10.1",""
"1391","T.C. Steele","mature","20","H","e","10","1","1","","1","2","","16.5",""
"1392","T.C. Steele","mature","20","R","n","21","1","1","","3","2","","10.9",""
"1393","T.C. Steele","mature","40","R","n","24.5","1","1","","","1","","15.3",""
"1394","T.C. Steele","mature","40","D","n","6.5","1","1","","2","0","","18.7",""
"1395","T.C. Steele","mature","40","R","n","23","1","1","","0","5","","22.4",""
"1396","T.C. Steele","mature","40","D","n","7","1","1","","1","0","","6.8",""
"1397","T.C. Steele","mature","40","S","n","3","1","1","","1","0","","7.8",""
"1398","T.C. Steele","mature","40","S","n","5.5","1","1","","","0","","11.3",""
"1399","T.C. Steele","mature","40","P","e","11.5","1","1","","1","1","","15.4",""
"1400","T.C. Steele","mature","40","H","e","14.5","1","1","","1","1","","9.6",""
"1401","T.C. Steele","mature","40","P","e","16","1","1","","1","1","","18.9",""
"1402","T.C. Steele","mature","40","H","e","10","1","1","","2","0","","14.1",""
"1403","T.C. Steele","mature","40","A","e","11.5","1","1","","0","1","","18.6",""
"1404","T.C. Steele","mature","40","A","e","3.5","0","0","0","","","","",""
"1405","T.C. Steele","mature","40","H","e","15.5","1","1","","1","1","","16.4",""
"1406","T.C. Steele","mature","40","D","n","7","1","1","","1","1","","17",""
"1407","T.C. Steele","mature","40","P","e","15","1","1","","1","2","","11.8",""
"1408","T.C. Steele","mature","40","R","n","19","1","1","","2","3","","10.9",""
"1409","T.C. Steele","mature","40","S","n","5","1","1","","0","0","","5.7",""
"1410","T.C. Steele","mature","40","D","n","8.5","1","1","","1","2","","20.7",""
"1411","T.C. Steele","mature","40","H","e","12","1","1","","0","1","","25.6",""
"1412","T.C. Steele","mature","40","R","n","23","1","1","","1","2","","23.4",""
"1413","T.C. Steele","mature","40","A","e","6.5","1","0","0","0","","","",""
"1414","T.C. Steele","mature","40","A","e","10","1","1","","0","0","","20.9",""
"1415","T.C. Steele","mature","40","S","n","8","0","0","0","","","","",""
"1416","T.C. Steele","mature","40","P","e","16.5","1","1","","1","1","","13.6",""
"1417","T.C. Steele","mature","60","S","n","6","1","1","","","1","","11.9",""
"1418","T.C. Steele","mature","60","S","n","9.5","1","1","","1","0","","20.4",""
"1419","T.C. Steele","mature","60","R","n","22","1","1","","0","3","","23.3",""
"1420","T.C. Steele","mature","60","D","n","11.5","1","1","","0","1","","11.3",""
"1421","T.C. Steele","mature","60","D","n","8","1","1","","1","2","","24.2",""
"1422","T.C. Steele","mature","60","R","n","19","1","1","","","2","","20.5",""
"1423","T.C. Steele","mature","60","H","e","13.5","1","1","","0","1","","22.2",""
"1424","T.C. Steele","mature","60","P","e","20","1","1","","1","1","","24.8",""
"1425","T.C. Steele","mature","60","P","e","17.5","1","1","","2","0","","28.3",""
"1426","T.C. Steele","mature","60","A","e","3","0","0","0","","","","",""
"1427","T.C. Steele","mature","60","A","e","15.5","0","0","0","","","","",""
"1428","T.C. Steele","mature","60","H","e","12","1","1","","0","1","","18.3",""
"1429","T.C. Steele","mature","60","P","e","15.5","1","1","","1","1","","19.9",""
"1430","T.C. Steele","mature","60","R","n","19.5","1","1","","4","3","","19.8",""
"1431","T.C. Steele","mature","60","A","e","12","1","1","","1","0","","25.7",""
"1432","T.C. Steele","mature","60","S","n","5","1","1","","0","0","","9.4",""
"1433","T.C. Steele","mature","60","D","n","9","1","1","","1","2","","29.2",""
"1434","T.C. Steele","mature","60","R","n","21.5","1","1","","","2","","22.2",""
"1435","T.C. Steele","mature","60","P","e","8","1","1","","1","1","","19.3",""
"1436","T.C. Steele","mature","60","A","e","6.5","0","0","0","","","","",""
"1437","T.C. Steele","mature","60","H","e","12.5","1","1","","3","3","","9.7",""
"1438","T.C. Steele","mature","60","H","e","15.5","1","1","","2","0","","22.5",""
"1439","T.C. Steele","mature","60","S","n","11","1","1","","2","1","","15.5",""
"1440","T.C. Steele","mature","60","D","n","3.5","1","1","","0","4","","10",""
"1441","Lilley-Dickey","mature","0","R","n","18.5","1","1","","1","2","","35.1",""
"1442","Lilley-Dickey","mature","0","D","n","4.5","1","1","","1","1","","",""
"1443","Lilley-Dickey","mature","0","S","n","10","1","1","","1","1","","20.6",""
"1444","Lilley-Dickey","mature","0","R","n","21","1","1","","0","3","","30.8",""
"1445","Lilley-Dickey","mature","0","S","n","12.5","1","1","","1","1","","19",""
"1446","Lilley-Dickey","mature","0","D","n","9","1","1","","1","1","","29.9",""
"1447","Lilley-Dickey","mature","0","A","e","7","1","1","","0","3","","14.6",""
"1448","Lilley-Dickey","mature","0","H","e","11","1","1","","0","1","","35.5",""
"1449","Lilley-Dickey","mature","0","H","e","17","1","1","","1","1","","33.9",""
"1450","Lilley-Dickey","mature","0","A","e","4","1","0","0","1","","","",""
"1451","Lilley-Dickey","mature","0","P","e","15","1","1","","0","0","","54",""
"1452","Lilley-Dickey","mature","0","P","e","6.5","1","1","","0","1","","13.8",""
"1453","Lilley-Dickey","mature","0","A","e","4","1","1","","1","3","","34",""
"1454","Lilley-Dickey","mature","0","P","e","9.5","1","1","","2","1","","21",""
"1455","Lilley-Dickey","mature","0","D","n","7.5","1","1","","1","1","","28.5",""
"1456","Lilley-Dickey","mature","0","R","n","18","1","1","","2","1","","23.8",""
"1457","Lilley-Dickey","mature","0","H","e","12.5","1","1","","1","1","","27.5",""
"1458","Lilley-Dickey","mature","0","H","e","9","1","1","","1","1","","22.8",""
"1459","Lilley-Dickey","mature","0","A","e","4.5","1","0","0","2","","","",""
"1460","Lilley-Dickey","mature","0","R","n","17","1","1","","2","1","","21.2",""
"1461","Lilley-Dickey","mature","0","S","n","10","1","1","","0","1","","25.4",""
"1462","Lilley-Dickey","mature","0","P","e","6","1","1","","1","1","","14.3",""
"1463","Lilley-Dickey","mature","0","S","n","3","1","1","","2","2","","",""
"1464","Lilley-Dickey","mature","0","D","n","6.5","1","1","","1","2","","",""
"1465","Lilley-Dickey","mature","5","S","n","7.5","1","1","","0","1","","18.3",""
"1466","Lilley-Dickey","mature","5","S","n","11","1","1","","0","1","","30.5",""
"1467","Lilley-Dickey","mature","5","R","n","14","1","1","","1","2","","29",""
"1468","Lilley-Dickey","mature","5","D","n","13.5","1","1","","1","2","","15.5",""
"1469","Lilley-Dickey","mature","5","R","n","20.5","1","1","","0","1","","20.7",""
"1470","Lilley-Dickey","mature","5","D","n","7","1","1","","2","3","","21.1",""
"1471","Lilley-Dickey","mature","5","A","e","4","0","0","0","","","","",""
"1472","Lilley-Dickey","mature","5","H","e","8.5","1","1","","0","0","","8.3",""
"1473","Lilley-Dickey","mature","5","H","e","8","1","1","","0","1","","30.6",""
"1474","Lilley-Dickey","mature","5","A","e","8","1","1","","1","1","","12.8",""
"1475","Lilley-Dickey","mature","5","P","e","15","1","1","","2","1","","29.6",""
"1476","Lilley-Dickey","mature","5","P","e","19","1","1","","0","1","","27.9",""
"1477","Lilley-Dickey","mature","5","D","n","8","1","1","","1","2","","18.6",""
"1478","Lilley-Dickey","mature","5","D","n","18","1","1","","1","2","","28.4",""
"1479","Lilley-Dickey","mature","5","R","n","16.5","1","1","","2","1","","30.8",""
"1480","Lilley-Dickey","mature","5","S","n","4.5","1","1","","0","1","","13.8",""
"1481","Lilley-Dickey","mature","5","A","e","7","1","1","","2","2","","8.6",""
"1482","Lilley-Dickey","mature","5","H","e","9","1","1","","1","1","","46.4",""
"1483","Lilley-Dickey","mature","5","P","e","14","1","1","","0","1","","34.8",""
"1484","Lilley-Dickey","mature","5","P","e","14","1","1","","1","0","","19.2",""
"1485","Lilley-Dickey","mature","5","R","n","20","1","1","","3","3","","30.7",""
"1486","Lilley-Dickey","mature","5","S","n","3.5","1","1","","1","1","","8.1",""
"1487","Lilley-Dickey","mature","5","H","e","22","1","1","","0","1","","30.9",""
"1488","Lilley-Dickey","mature","5","A","e","4","1","1","","0","1","","9.7",""
"1489","Lilley-Dickey","mature","10","S","n","7.5","1","1","","0","2","","25.8",""
"1490","Lilley-Dickey","mature","10","D","n","9","1","1","","2","2","","21.1",""
"1491","Lilley-Dickey","mature","10","D","n","5.5","1","1","","1","1","","29",""
"1492","Lilley-Dickey","mature","10","R","n","16.5","1","1","","1","2","","27.5",""
"1493","Lilley-Dickey","mature","10","R","n","17","1","1","","1","2","","31.1",""
"1494","Lilley-Dickey","mature","10","S","n","5","1","1","","0","1","","16.8",""
"1495","Lilley-Dickey","mature","10","A","e","4","1","0","0","2","","","",""
"1496","Lilley-Dickey","mature","10","A","e","5.5","1","0","0","1","","","",""
"1497","Lilley-Dickey","mature","10","P","e","15","1","1","","0","1","","36.8",""
"1498","Lilley-Dickey","mature","10","P","e","29","1","1","","1","1","","46.4",""
"1499","Lilley-Dickey","mature","10","H","e","10","1","1","","2","1","","8.9",""
"1500","Lilley-Dickey","mature","10","H","e","10.5","1","1","","0","1","","44",""
"1501","Lilley-Dickey","mature","10","H","e","15.5","1","1","","0","1","","38.4",""
"1502","Lilley-Dickey","mature","10","D","n","4.5","1","1","","0","0","","14.4",""
"1503","Lilley-Dickey","mature","10","H","e","17","1","1","","0","1","","22.5",""
"1504","Lilley-Dickey","mature","10","D","n","18","1","1","","2","3","","22.2",""
"1505","Lilley-Dickey","mature","10","P","e","28","1","1","","0","1","","23.9",""
"1506","Lilley-Dickey","mature","10","R","n","19","1","1","","2","1","","20.8",""
"1507","Lilley-Dickey","mature","10","P","e","11","1","1","","0","2","","31.4",""
"1508","Lilley-Dickey","mature","10","R","n","19.5","1","1","","0","1","","41.5",""
"1509","Lilley-Dickey","mature","10","S","n","7","1","1","","1","1","","26.3",""
"1510","Lilley-Dickey","mature","10","A","e","8","1","0","0","1","","","",""
"1511","Lilley-Dickey","mature","10","S","n","15.5","1","1","","0","1","","37.6",""
"1512","Lilley-Dickey","mature","10","A","e","5","1","0","0","0","","","",""
"1513","Lilley-Dickey","mature","20","S","n","13","1","1","","","1","","18.9",""
"1514","Lilley-Dickey","mature","20","D","n","18","1","1","","0","1","","31.9",""
"1515","Lilley-Dickey","mature","20","D","n","18.5","1","1","","","2","","28.2",""
"1516","Lilley-Dickey","mature","20","R","n","18","1","1","","2","1","","18.2",""
"1517","Lilley-Dickey","mature","20","R","n","17.5","1","0","0","2","","","",""
"1518","Lilley-Dickey","mature","20","S","n","8","1","1","","1","1","","21.1",""
"1519","Lilley-Dickey","mature","20","P","e","11","1","1","","1","1","","17.4",""
"1520","Lilley-Dickey","mature","20","A","e","6","1","0","0","2","","","",""
"1521","Lilley-Dickey","mature","20","H","e","14","1","1","","1","1","","22.1",""
"1522","Lilley-Dickey","mature","20","P","e","11","1","1","","2","0","","14.7",""
"1523","Lilley-Dickey","mature","20","H","e","15.5","1","1","","2","1","","20.2",""
"1524","Lilley-Dickey","mature","20","A","e","3","1","0","0","0","","","",""
"1525","Lilley-Dickey","mature","20","S","n","10.5","1","1","","0","1","","22.8",""
"1526","Lilley-Dickey","mature","20","P","e","7","1","1","","2","1","","6.6",""
"1527","Lilley-Dickey","mature","20","H","e","9","1","1","","1","1","","16.6",""
"1528","Lilley-Dickey","mature","20","D","n","6","1","1","","1","2","","28",""
"1529","Lilley-Dickey","mature","20","R","n","19","1","1","","2","2","","14.3",""
"1530","Lilley-Dickey","mature","20","D","n","6","1","1","","0","1","","11.4",""
"1531","Lilley-Dickey","mature","20","A","e","7.5","1","0","0","1","","","",""
"1532","Lilley-Dickey","mature","20","P","e","4.5","1","1","","1","1","","15.4",""
"1533","Lilley-Dickey","mature","20","S","n","8","1","1","","1","1","","32.1",""
"1534","Lilley-Dickey","mature","20","A","e","6","0","0","0","","","","",""
"1535","Lilley-Dickey","mature","20","H","e","10","1","1","","2","2","","18.2",""
"1536","Lilley-Dickey","mature","20","R","n","21","1","1","","1","3","","27.2",""
"1537","Lilley-Dickey","mature","40","R","n","22","1","1","","1","1","","23.7",""
"1538","Lilley-Dickey","mature","40","D","n","5","1","0","0","1","","","",""
"1539","Lilley-Dickey","mature","40","S","n","19","1","1","","1","1","","32.4",""
"1540","Lilley-Dickey","mature","40","S","n","10","1","1","","0","1","","29.9",""
"1541","Lilley-Dickey","mature","40","R","n","22","1","1","","1","2","","21",""
"1542","Lilley-Dickey","mature","40","D","n","7","1","1","","0","1","","23",""
"1543","Lilley-Dickey","mature","40","P","e","12","1","1","","0","1","","28",""
"1544","Lilley-Dickey","mature","40","P","e","19","1","1","","1","2","","10.9",""
"1545","Lilley-Dickey","mature","40","A","e","4.5","1","0","0","2","","","",""
"1546","Lilley-Dickey","mature","40","A","e","9","1","1","","0","1","","21.5",""
"1547","Lilley-Dickey","mature","40","H","e","11.5","1","1","","1","1","","22.9",""
"1548","Lilley-Dickey","mature","40","H","e","12.5","1","1","","0","1","","29",""
"1549","Lilley-Dickey","mature","40","S","n","8.5","1","1","","1","1","","25.8",""
"1550","Lilley-Dickey","mature","40","P","e","22.5","1","1","","2","1","","25.7",""
"1551","Lilley-Dickey","mature","40","A","e","4.5","0","0","0","","","","",""
"1552","Lilley-Dickey","mature","40","R","n","17","1","1","","","0","","",""
"1553","Lilley-Dickey","mature","40","S","n","12","1","1","","1","1","","26.1",""
"1554","Lilley-Dickey","mature","40","H","e","12.5","1","1","","0","0","","",""
"1555","Lilley-Dickey","mature","40","P","e","12","1","1","","2","2","","17.2",""
"1556","Lilley-Dickey","mature","40","D","n","4.5","1","1","","1","1","","10.6",""
"1557","Lilley-Dickey","mature","40","H","e","12","1","1","","0","1","","21",""
"1558","Lilley-Dickey","mature","40","A","e","6","1","0","0","1","","","",""
"1559","Lilley-Dickey","mature","40","D","n","5","1","1","","0","2","","12.2",""
"1560","Lilley-Dickey","mature","40","R","n","20.5","1","1","","1","1","","11.9",""
"1561","Lilley-Dickey","mature","60","D","n","7.5","1","1","","2","1","","15.1",""
"1562","Lilley-Dickey","mature","60","R","n","18","1","1","","1","1","","20.9",""
"1563","Lilley-Dickey","mature","60","D","n","6","1","1","","1","1","","22.2",""
"1564","Lilley-Dickey","mature","60","S","n","12","1","1","","0","1","","26.6",""
"1565","Lilley-Dickey","mature","60","S","n","18.5","1","1","","0","1","","27.7",""
"1566","Lilley-Dickey","mature","60","R","n","17.5","1","1","","0","1","","19.6",""
"1567","Lilley-Dickey","mature","60","H","e","14","1","1","","1","1","","18.8",""
"1568","Lilley-Dickey","mature","60","P","e","14.5","1","1","","0","0","","20.6",""
"1569","Lilley-Dickey","mature","60","A","e","7","0","0","0","","","","",""
"1570","Lilley-Dickey","mature","60","P","e","20","1","1","","1","1","","35.8",""
"1571","Lilley-Dickey","mature","60","H","e","14.5","1","1","","0","1","","30.9",""
"1572","Lilley-Dickey","mature","60","A","e","7","1","0","0","0","","","",""
"1573","Lilley-Dickey","mature","60","H","e","14","1","1","","1","3","","22.7",""
"1574","Lilley-Dickey","mature","60","D","n","5","0","0","0","","","","",""
"1575","Lilley-Dickey","mature","60","S","n","4","1","1","","1","1","","9.8",""
"1576","Lilley-Dickey","mature","60","R","n","4","1","1","","1","1","","23.7",""
"1577","Lilley-Dickey","mature","60","H","e","22","1","1","","1","3","","14.5",""
"1578","Lilley-Dickey","mature","60","R","n","16.5","1","1","","1","1","","24.8",""
"1579","Lilley-Dickey","mature","60","A","e","9","1","0","0","1","","","",""
"1580","Lilley-Dickey","mature","60","P","e","17.5","1","1","","0","1","","18.4",""
"1581","Lilley-Dickey","mature","60","P","e","8.5","1","1","","1","0","","11.7",""
"1582","Lilley-Dickey","mature","60","A","e","8","1","0","0","0","","","",""
"1583","Lilley-Dickey","mature","60","D","n","8","1","1","","2","0","","20.1",""
"1584","Lilley-Dickey","mature","60","S","n","11","1","1","","0","1","","19.7",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1584","Forest Road","mature","0","","","","","","","","","","",""
"1609","Forest Road","mature","5","D","n","6","0","0","0","","","","",""
"1610","Forest Road","mature","5","R","n","17.5","1","1","","3","2","","22.6",""
"1611","Forest Road","mature","5","S","n","6","1","1","","2","0","","",""
"1612","Forest Road","mature","5","R","n","15","1","1","","1","1","","19.3",""
"1613","Forest Road","mature","5","S","n","7.5","1","1","","0","0","","",""
"1614","Forest Road","mature","5","D","n","7.5","1","0","0","2","","","",""
"1615","Forest Road","mature","5","P","e","14","1","1","","1","1","","12.5",""
"1616","Forest Road","mature","5","A","e","5","1","1","","0","0","","10.4",""
"1617","Forest Road","mature","5","H","e","13","1","1","","0","0","","19.2",""
"1618","Forest Road","mature","5","A","e","10.5","1","1","","1","0","","",""
"1619","Forest Road","mature","5","P","e","14","1","1","","0","0","","15.6",""
"1620","Forest Road","mature","5","H","e","2.5","1","1","","2","","","12.1",""
"1621","Forest Road","mature","5","A","e","6","1","1","","1","0","","",""
"1622","Forest Road","mature","5","D","n","7","0","0","0","","","","",""
"1623","Forest Road","mature","5","H","e","11","1","1","","0","0","","16.2",""
"1624","Forest Road","mature","5","P","e","14","1","1","","5","0","","15.8",""
"1625","Forest Road","mature","5","H","e","15","1","1","","0","1","","20.1",""
"1626","Forest Road","mature","5","S","n","3","1","1","","3","1","","11.6",""
"1627","Forest Road","mature","5","R","n","16","1","1","","1","1","","24.1",""
"1628","Forest Road","mature","5","S","n","5","1","1","","3","4","","8.3",""
"1629","Forest Road","mature","5","R","n","8","1","1","","2","1","","30.9",""
"1630","Forest Road","mature","5","D","n","6","1","1","","3","1","","20.6",""
"1631","Forest Road","mature","5","A","e","10.5","1","0","0","0","","","",""
"1632","Forest Road","mature","5","P","e","12","1","1","","2","1","","20.3",""
"1633","Forest Road","mature","10","S","n","6.5","1","1","","2","0","","12.4",""
"1634","Forest Road","mature","10","D","n","8","1","1","","3","5","","16.8",""
"1635","Forest Road","mature","10","S","n","4","1","1","","0","2","","11.8",""
"1636","Forest Road","mature","10","R","n","20.5","1","1","","3","2","","25",""
"1637","Forest Road","mature","10","R","n","19","1","1","","3","3","","21.7",""
"1638","Forest Road","mature","10","D","n","8.5","1","1","","4","3","","16.2",""
"1639","Forest Road","mature","10","A","e","10","1","1","","0","0","","",""
"1640","Forest Road","mature","10","H","e","9","1","0","0","0","","","",""
"1641","Forest Road","mature","10","P","e","6.5","1","1","","1","0","","19.1",""
"1642","Forest Road","mature","10","P","e","10.5","1","1","","0","0","","13.2",""
"1643","Forest Road","mature","10","A","e","6.5","1","1","","0","0","","",""
"1644","Forest Road","mature","10","H","e","15","1","1","","0","0","","23.7",""
"1645","Forest Road","mature","10","R","n","21.5","1","1","","1","1","","23.2",""
"1646","Forest Road","mature","10","H","e","10.5","1","1","","1","1","","22.1",""
"1647","Forest Road","mature","10","R","n","20.5","1","1","","2","2","","23.3",""
"1648","Forest Road","mature","10","S","n","12","1","1","","2","1","","19.8",""
"1649","Forest Road","mature","10","P","e","18.5","1","1","","0","1","","30.4",""
"1650","Forest Road","mature","10","D","n","11","0","0","0","","","","",""
"1651","Forest Road","mature","10","S","n","10.5","1","1","","2","1","","",""
"1652","Forest Road","mature","10","A","e","11","1","1","","0","0","","16.3",""
"1653","Forest Road","mature","10","A","e","4.5","1","0","0","0","","","",""
"1654","Forest Road","mature","10","H","e","6.5","1","1","","0","1","","18.3",""
"1655","Forest Road","mature","10","P","e","14.5","1","1","","1","0","","18.2",""
"1656","Forest Road","mature","10","D","n","5.5","1","1","","2","4","","13.2",""
"1657","Forest Road","mature","20","S","n","5","1","1","","1","1","","11.6",""
"1658","Forest Road","mature","20","D","n","8","1","0","0","3","","","",""
"1659","Forest Road","mature","20","S","n","9","1","1","","2","0","","13.6",""
"1660","Forest Road","mature","20","R","n","20.5","1","1","","2","1","","23.3",""
"1661","Forest Road","mature","20","R","n","21","1","1","","1","2","","27.6",""
"1662","Forest Road","mature","20","D","n","8.5","1","0","0","4","","","",""
"1663","Forest Road","mature","20","A","e","10","1","1","","0","0","","6.8",""
"1664","Forest Road","mature","20","H","e","11","1","1","","2","1","","11.8",""
"1665","Forest Road","mature","20","P","e","12.5","1","1","","1","0","","15.3",""
"1666","Forest Road","mature","20","P","e","9","1","1","","0","0","","26.6",""
"1667","Forest Road","mature","20","A","e","9","1","1","","0","0","","",""
"1668","Forest Road","mature","20","H","e","8.5","1","1","","0","1","","11.3",""
"1669","Forest Road","mature","20","R","n","14.5","1","1","","3","2","","21.2",""
"1670","Forest Road","mature","20","H","e","7.5","1","1","","3","1","","8.4",""
"1671","Forest Road","mature","20","R","n","20.5","1","1","","2","1","","31",""
"1672","Forest Road","mature","20","S","n","7","1","0","0","1","","","",""
"1673","Forest Road","mature","20","P","e","14.5","1","1","","4","1","","17.5",""
"1674","Forest Road","mature","20","D","n","8.5","1","1","","5","0","","11.8",""
"1675","Forest Road","mature","20","S","n","7","1","0","0","3","","","",""
"1676","Forest Road","mature","20","A","e","9","1","0","0","5","","","",""
"1677","Forest Road","mature","20","A","e","10.5","1","1","","1","1","","",""
"1678","Forest Road","mature","20","H","e","12","1","1","","1","0","","16.3",""
"1679","Forest Road","mature","20","P","e","10","0","0","0","","","","",""
"1680","Forest Road","mature","20","D","n","7","1","1","","2","5","","19",""
"1681","Forest Road","mature","40","R","n","21.5","1","1","","1","2","","28.9",""
"1682","Forest Road","mature","40","D","n","8","1","1","","1","3","","26",""
"1683","Forest Road","mature","40","D","n","5.5","1","1","","1","3","","14.8",""
"1684","Forest Road","mature","40","R","n","21","1","1","","1","2","","36.7",""
"1685","Forest Road","mature","40","S","n","5","1","1","","1","0","","14.2",""
"1686","Forest Road","mature","40","S","n","5","1","1","","0","1","","13.4",""
"1687","Forest Road","mature","40","H","e","10","1","1","","0","1","","31.3",""
"1688","Forest Road","mature","40","P","e","9","1","1","","0","0","","24.5",""
"1689","Forest Road","mature","40","A","e","10.5","1","1","","0","0","","15.6",""
"1690","Forest Road","mature","40","P","e","9","1","1","","1","2","","9.2",""
"1691","Forest Road","mature","40","A","e","7","1","1","","0","1","","",""
"1692","Forest Road","mature","40","H","e","8.5","1","1","","0","1","","14.8",""
"1693","Forest Road","mature","40","R","n","18","1","1","","2","2","","27.6",""
"1694","Forest Road","mature","40","A","e","8","1","0","0","1","","","",""
"1695","Forest Road","mature","40","H","e","12.5","1","1","","3","2","","10.3",""
"1696","Forest Road","mature","40","R","n","16.5","1","1","","1","1","","28.7",""
"1697","Forest Road","mature","40","P","e","7.5","1","1","","1","1","","19",""
"1698","Forest Road","mature","40","P","e","6.5","1","1","","0","0","","9",""
"1699","Forest Road","mature","40","S","n","7","1","1","","1","2","","20.8",""
"1700","Forest Road","mature","40","A","e","9.5","1","0","0","1","","","",""
"1701","Forest Road","mature","40","H","e","3","1","1","","2","1","","9.8",""
"1702","Forest Road","mature","40","D","n","7","1","1","","4","","","14.5",""
"1703","Forest Road","mature","40","S","n","2.5","1","1","","1","0","","",""
"1704","Forest Road","mature","40","D","n","8.5","1","1","","2","0","","16.4",""
"1705","Forest Road","mature","60","R","n","16.5","1","1","","1","1","","12",""
"1706","Forest Road","mature","60","D","n","4","1","0","0","2","","","",""
"1707","Forest Road","mature","60","S","n","9","1","1","","2","1","","23.4",""
"1708","Forest Road","mature","60","S","n","6","1","1","","2","0","","18.6",""
"1709","Forest Road","mature","60","D","n","6.5","1","1","","4","4","","13.4",""
"1710","Forest Road","mature","60","R","n","15","1","1","","","0","","17.4",""
"1711","Forest Road","mature","60","H","e","10.5","1","1","","1","2","","10.1",""
