"num","site","age","distance","species","native_exotic","height2006_cm","survival2004","survival2005","survival2006","herbivory2004","herbivory2005","herbivory_2006","htspri",""
"1","Cicada Hill","young","0","R","n","13","1","1","","1","1","","20.5",""
"2","Cicada Hill","young","0","D","n","4","1","1","","0","0","","16.7",""
"3","Cicada Hill","young","0","R","n","17.5","1","1","","2","2","","39",""
"4","Cicada Hill","young","0","S","n","17.5","1","0","0","4","","","",""
"5","Cicada Hill","young","0","D","n","19.5","1","1","","1","0","","20.9",""
"6","Cicada Hill","young","0","S","n","7.5","1","1","","1","1","","29.8",""
"7","Cicada Hill","young","0","P","e","13.5","1","1","","1","4","","21.3",""
"8","Cicada Hill","young","0","P","e","14","1","1","","1","0","","25.2",""
"9","Cicada Hill","young","0","A","e","6","1","1","","1","0","","21.7",""
"10","Cicada Hill","young","0","A","e","11","1","1","","1","0","","9",""
"11","Cicada Hill","young","0","H","e","6","1","1","","0","1","","35.9",""
"12","Cicada Hill","young","0","H","e","15.5","1","1","","1","3","","36.3",""
"13","Cicada Hill","young","0","D","n","5","1","1","","1","3","","23.1",""
"14","Cicada Hill","young","0","H","e","14.5","1","1","","0","0","","50.3",""
"15","Cicada Hill","young","0","S","n","8","1","1","","1","1","","19.8",""
"16","Cicada Hill","young","0","P","e","12","1","0","0","1","","","",""
"17","Cicada Hill","young","0","A","e","7.5","1","1","","2","2","","37.2",""
"18","Cicada Hill","young","0","A","e","12","1","1","","2","1","","47.4",""
"19","Cicada Hill","young","0","R","n","14","1","1","","1","2","","43.8",""
"20","Cicada Hill","young","0","S","n","5.5","1","1","","1","1","","22.2",""
"21","Cicada Hill","young","0","R","n","19","1","1","","2","2","","41.4",""
"22","Cicada Hill","young","0","P","e","15","1","1","","0","1","","31.1",""
"23","Cicada Hill","young","0","D","n","4","1","1","","1","1","","56.6",""
"24","Cicada Hill","young","0","H","e","12.5","1","1","","1","1","","42.1",""
"25","Cicada Hill","young","5","R","n","14","1","1","","3","1","","32",""
"26","Cicada Hill","young","5","S","n","8","1","1","","1","1","","21.9",""
"27","Cicada Hill","young","5","D","n","9","1","1","","0","2","","33.7",""
"28","Cicada Hill","young","5","S","n","11","1","1","","1","2","","27.8",""
"29","Cicada Hill","young","5","D","n","5.5","1","1","","1","2","","22.6",""
"30","Cicada Hill","young","5","R","n","16.5","1","1","","0","2","","32.2",""
"31","Cicada Hill","young","5","H","e","14","1","1","","1","0","","54.3",""
"32","Cicada Hill","young","5","A","e","12","1","1","","1","1","","39.6",""
"33","Cicada Hill","young","5","A","e","8.5","1","1","","0","1","","16.5",""
"34","Cicada Hill","young","5","H","e","12","1","1","","0","0","","51.4",""
"35","Cicada Hill","young","5","P","e","10.5","1","1","","1","0","","31.2",""
"36","Cicada Hill","young","5","P","e","10","1","1","","0","0","","36.1",""
"37","Cicada Hill","young","5","P","e","12.5","1","1","","0","1","","19",""
"38","Cicada Hill","young","5","H","e","5","1","1","","1","0","","19.4",""
"39","Cicada Hill","young","5","D","n","6","1","1","","1","0","","9.2",""
"40","Cicada Hill","young","5","R","n","14","1","1","","2","2","","18.8",""
"41","Cicada Hill","young","5","S","n","13","1","1","","0","1","","14.3",""
"42","Cicada Hill","young","5","S","n","2.5","1","1","","1","1","","8.2",""
"43","Cicada Hill","young","5","A","e","10","1","1","","1","1","","14.7",""
"44","Cicada Hill","young","5","P","e","12.5","1","1","","1","1","","23.5",""
"45","Cicada Hill","young","5","R","n","14.5","1","1","","2","0","","22.1",""
"46","Cicada Hill","young","5","A","e","9","1","1","","0","2","","30.7",""
"47","Cicada Hill","young","5","H","e","10.5","1","1","","0","0","","29.2",""
"48","Cicada Hill","young","5","D","n","6","1","1","","2","4","","9.9",""
"49","Cicada Hill","young","10","D","n","5","1","1","","2","0","","21.1",""
"50","Cicada Hill","young","10","R","n","16.5","1","1","","3","1","","52.4",""
"51","Cicada Hill","young","10","S","n","10","1","1","","2","0","","63.4",""
"52","Cicada Hill","young","10","D","n","4.5","1","1","","1","1","","15.4",""
"53","Cicada Hill","young","10","R","n","13.5","1","1","","2","1","","66.4",""
"54","Cicada Hill","young","10","S","n","6.5","1","1","","1","1","","57.5",""
"55","Cicada Hill","young","10","A","e","5","1","1","","0","1","","30",""
"56","Cicada Hill","young","10","A","e","10.5","1","1","","1","0","","58.2",""
"57","Cicada Hill","young","10","H","e","2","1","0","0","1","","","",""
"58","Cicada Hill","young","10","H","e","8","1","1","","1","0","","48",""
"59","Cicada Hill","young","10","P","e","15","1","1","","1","0","","48.5",""
"60","Cicada Hill","young","10","P","e","15.5","1","1","","1","0","","58.8",""
"61","Cicada Hill","young","10","A","e","5","1","1","","1","1","","27.4",""
"62","Cicada Hill","young","10","H","e","8","1","1","","1","1","","30.7",""
"63","Cicada Hill","young","10","A","e","6.5","1","1","","1","0","","45.8",""
"64","Cicada Hill","young","10","S","n","7","1","1","","1","0","","21.6",""
"65","Cicada Hill","young","10","D","n","6","1","1","","2","0","","28.5",""
"66","Cicada Hill","young","10","D","n","6.5","1","1","","1","0","","35.2",""
"67","Cicada Hill","young","10","P","e","13.5","1","1","","1","1","","37",""
"68","Cicada Hill","young","10","S","n","8","1","1","","2","1","","37.1",""
"69","Cicada Hill","young","10","P","e","16","1","1","","1","0","","42.8",""
"70","Cicada Hill","young","10","R","n","11.5","1","0","0","3","","","",""
"71","Cicada Hill","young","10","H","e","12.5","1","1","","0","0","","54.8",""
"72","Cicada Hill","young","10","R","n","15","1","1","","1","3","","78.3",""
"73","Cicada Hill","young","20","R","n","18.5","1","1","","3","1","","33",""
"74","Cicada Hill","young","20","S","n","3","1","1","","1","1","","14.6",""
"75","Cicada Hill","young","20","D","n","12","0","0","0","","","","",""
"76","Cicada Hill","young","20","R","n","16.5","1","0","0","2","","","",""
"77","Cicada Hill","young","20","D","n","6","1","0","0","5","","","",""
"78","Cicada Hill","young","20","S","n","9.5","1","1","","2","0","","10.4",""
"79","Cicada Hill","young","20","H","e","12.5","1","1","","2","1","","43.7",""
"80","Cicada Hill","young","20","A","e","7","1","0","0","0","","","",""
"81","Cicada Hill","young","20","A","e","9.5","1","0","0","1","","","",""
"82","Cicada Hill","young","20","P","e","9.5","1","1","","1","0","","23.7",""
"83","Cicada Hill","young","20","H","e","9.5","1","1","","0","0","","48.9",""
"84","Cicada Hill","young","20","P","e","7.5","1","1","","2","1","","32.4",""
"85","Cicada Hill","young","20","D","n","6","1","1","","5","1","","15.8",""
"86","Cicada Hill","young","20","P","e","15","1","1","","1","0","","68.3",""
"87","Cicada Hill","young","20","H","e","9","1","1","","1","1","","32.3",""
"88","Cicada Hill","young","20","A","e","7.5","1","1","","2","2","","17.8",""
"89","Cicada Hill","young","20","D","n","13.5","1","1","","0","1","","20.3",""
"90","Cicada Hill","young","20","P","e","5","1","1","","0","0","","60.2",""
"91","Cicada Hill","young","20","H","e","8.5","1","1","","1","1","","27.5",""
"92","Cicada Hill","young","20","R","n","16.5","1","1","","2","1","","34.7",""
"93","Cicada Hill","young","20","S","n","7","1","1","","1","1","","18.8",""
"94","Cicada Hill","young","20","A","e","7.5","1","1","","1","1","","15.2",""
"95","Cicada Hill","young","20","S","n","5","1","1","","1","0","","11.3",""
"96","Cicada Hill","young","20","R","n","13","1","1","","3","4","","",""
"97","Cicada Hill","young","40","D","n","17.5","1","0","0","2","","","",""
"98","Cicada Hill","young","40","R","n","17","1","1","","2","1","","20.6",""
"99","Cicada Hill","young","40","S","n","20","1","1","","0","1","","48.5",""
"100","Cicada Hill","young","40","D","n","15.5","1","1","","1","3","","12.4",""
"101","Cicada Hill","young","40","S","n","6.5","1","1","","0","1","","17",""
"102","Cicada Hill","young","40","R","n","16.5","1","1","","2","1","","29.6",""
"103","Cicada Hill","young","40","H","e","11","1","1","","3","","","17.9",""
"104","Cicada Hill","young","40","P","e","10","1","1","","1","1","","23.5",""
"105","Cicada Hill","young","40","A","e","2.5","1","1","","1","0","","19.4",""
"106","Cicada Hill","young","40","P","e","9.5","1","1","","1","0","","33",""
"107","Cicada Hill","young","40","A","e","13","1","1","","1","3","","38.4",""
"108","Cicada Hill","young","40","H","e","8","1","1","","1","0","","37.8",""
"109","Cicada Hill","young","40","A","e","5.5","1","1","","2","3","","35.2",""
"110","Cicada Hill","young","40","P","e","12.5","1","1","","1","0","","41.3",""
"111","Cicada Hill","young","40","S","n","5.5","1","1","","3","1","","15.3",""
"112","Cicada Hill","young","40","H","e","10.5","1","1","","1","1","","48.5",""
"113","Cicada Hill","young","40","D","n","3.5","1","1","","1","1","","19.9",""
"114","Cicada Hill","young","40","S","n","5","1","1","","2","1","","17.1",""
"115","Cicada Hill","young","40","P","e","10.5","1","1","","0","0","","50.6",""
"116","Cicada Hill","young","40","R","n","16","1","1","","1","1","","38.3",""
"117","Cicada Hill","young","40","R","n","14","1","1","","2","2","","36.8",""
"118","Cicada Hill","young","40","H","e","11.5","1","1","","0","0","","53.8",""
"119","Cicada Hill","young","40","D","n","5.5","1","1","","0","0","","14.4",""
"120","Cicada Hill","young","40","A","e","12","1","1","","1","1","","61.8",""
"121","Cicada Hill","young","60","D","n","5.5","1","1","","3","2","","23.1",""
"122","Cicada Hill","young","60","S","n","13.5","1","1","","0","0","","28.1",""
"123","Cicada Hill","young","60","D","n","7.5","1","1","","4","3","","6.8",""
"124","Cicada Hill","young","60","R","n","18","1","1","","1","1","","28.4",""
"125","Cicada Hill","young","60","S","n","7","0","0","0","","","","",""
"126","Cicada Hill","young","60","R","n","17.5","1","1","","0","2","","11.4",""
"127","Cicada Hill","young","60","P","e","12.5","1","1","","0","0","","62.2",""
"128","Cicada Hill","young","60","P","e","14","1","1","","1","0","","80.1",""
"129","Cicada Hill","young","60","A","e","9.5","1","1","","0","1","","51.6",""
"130","Cicada Hill","young","60","H","e","9","1","1","","0","1","","65.7",""
"131","Cicada Hill","young","60","A","e","7","1","1","","0","0","","30.1",""
"132","Cicada Hill","young","60","H","e","10","1","1","","0","1","","35.9",""
"133","Cicada Hill","young","60","R","n","20","1","1","","1","0","","36",""
"134","Cicada Hill","young","60","S","n","5","1","1","","1","3","","20",""
"135","Cicada Hill","young","60","P","e","6","1","1","","0","0","","50.5",""
"136","Cicada Hill","young","60","A","e","13.5","1","1","","0","0","","53.6",""
"137","Cicada Hill","young","60","R","n","13","1","1","","0","2","","32.6",""
"138","Cicada Hill","young","60","S","n","4","1","1","","1","0","","15.3",""
"139","Cicada Hill","young","60","P","e","11.5","1","1","","1","0","","50.2",""
"140","Cicada Hill","young","60","H","e","13","1","1","","1","1","","46.9",""
"141","Cicada Hill","young","60","H","e","8","1","1","","1","1","","34.6",""
"142","Cicada Hill","young","60","A","e","9","1","1","","0","1","","45.6",""
"143","Cicada Hill","young","60","D","n","5.5","1","1","","1","0","","11.2",""
"144","Cicada Hill","young","60","D","n","5.5","1","1","","2","1","","",""
"145","Parker Rd","young","0","D","n","6","0","0","0","","","","",""
"146","Parker Rd","young","0","R","n","13.5","1","1","","1","2","","42",""
"147","Parker Rd","young","0","R","n","11","1","1","","1","1","","53.2",""
"148","Parker Rd","young","0","S","n","9","1","1","","1","4","","15.2",""
"149","Parker Rd","young","0","S","n","12","1","1","","1","4","","33",""
"150","Parker Rd","young","0","D","n","6.5","1","1","","1","2","","42.9",""
"151","Parker Rd","young","0","P","e","10","1","1","","0","0","","35.9",""
"152","Parker Rd","young","0","A","e","4.5","1","1","","1","1","","13",""
"153","Parker Rd","young","0","H","e","15","1","1","","1","1","","85",""
"154","Parker Rd","young","0","A","e","9","1","1","","1","2","","77.9",""
"155","Parker Rd","young","0","P","e","12","1","1","","0","1","","75.5",""
"156","Parker Rd","young","0","H","e","8.5","1","1","","0","0","","67.7",""
"157","Parker Rd","young","0","A","e","11","1","1","","1","2","","31.4",""
"158","Parker Rd","young","0","D","n","5","1","1","","2","1","","31.3",""
"159","Parker Rd","young","0","S","n","10.5","1","1","","0","1","","49.6",""
"160","Parker Rd","young","0","D","n","6.5","1","1","","1","2","","47.4",""
"161","Parker Rd","young","0","S","n","9.5","1","1","","1","1","","51.4",""
"162","Parker Rd","young","0","H","e","2","1","1","","1","0","","17.6",""
"163","Parker Rd","young","0","P","e","15","1","1","","0","0","","66.1",""
"164","Parker Rd","young","0","A","e","3.5","1","1","","1","1","","8.2",""
"165","Parker Rd","young","0","R","n","16.5","1","1","","2","2","","49.8",""
"166","Parker Rd","young","0","R","n","12","1","1","","3","2","","31.2",""
"167","Parker Rd","young","0","P","e","12","1","1","","1","1","","73.4",""
"168","Parker Rd","young","0","H","e","11.5","1","1","","0","1","","70.6",""
"169","Parker Rd","young","5","R","n","14.5","1","1","","2","1","","56.6",""
"170","Parker Rd","young","5","S","n","12.5","1","0","0","1","","","",""
"171","Parker Rd","young","5","D","n","5.5","1","0","0","1","","","",""
"172","Parker Rd","young","5","D","n","5.5","1","0","0","0","","","",""
"173","Parker Rd","young","5","R","n","8.5","1","1","","1","3","","16.2",""
"174","Parker Rd","young","5","S","n","4","1","0","0","0","","","",""
"175","Parker Rd","young","5","A","e","10.5","1","1","","1","2","","30.6",""
"176","Parker Rd","young","5","H","e","14.5","1","1","","0","1","","26.6",""
"177","Parker Rd","young","5","P","e","10","1","1","","0","1","","35.4",""
"178","Parker Rd","young","5","H","e","7.5","1","1","","0","0","","44.7",""
"179","Parker Rd","young","5","P","e","9","1","1","","1","0","","29.1",""
"180","Parker Rd","young","5","A","e","4","1","0","0","1","","","",""
"181","Parker Rd","young","5","A","e","7.5","1","1","","1","1","","16.8",""
"182","Parker Rd","young","5","H","e","15","1","1","","1","1","","37.9",""
"183","Parker Rd","young","5","D","n","6","1","1","","1","1","","",""
"184","Parker Rd","young","5","P","e","16","1","1","","1","0","","41.8",""
"185","Parker Rd","young","5","A","e","6","1","1","","2","2","","22.4",""
"186","Parker Rd","young","5","R","n","20","1","1","","3","3","","30.3",""
"187","Parker Rd","young","5","S","n","7.5","1","1","","0","2","","16.3",""
"188","Parker Rd","young","5","S","n","9","1","1","","0","2","","15.3",""
"189","Parker Rd","young","5","D","n","3","1","1","","1","3","","19.4",""
"190","Parker Rd","young","5","R","n","18.5","1","1","","1","1","","33.3",""
"191","Parker Rd","young","5","H","e","11.5","1","1","","0","0","","37.5",""
"192","Parker Rd","young","5","P","e","14","1","1","","1","0","","31.8",""
"193","Parker Rd","young","10","R","n","30","1","1","","0","1","","34.4",""
"194","Parker Rd","young","10","R","n","19.5","1","1","","1","3","","26.2",""
"195","Parker Rd","young","10","D","n","5","1","1","","0","1","","15.7",""
"196","Parker Rd","young","10","S","n","7.5","1","1","","0","0","","16.4",""
"197","Parker Rd","young","10","D","n","15.5","1","1","","3","1","","28.9",""
"198","Parker Rd","young","10","S","n","7","1","1","","0","1","","18.7",""
"199","Parker Rd","young","10","A","e","8.5","1","1","","1","3","","15.8",""
"200","Parker Rd","young","10","P","e","13.5","1","1","","1","0","","31.4",""
"201","Parker Rd","young","10","H","e","15.5","1","1","","0","0","","26.9",""
"202","Parker Rd","young","10","A","e","8","1","1","","1","1","","25",""
"203","Parker Rd","young","10","H","e","8","1","1","","1","0","","41.2",""
"204","Parker Rd","young","10","P","e","15.5","1","1","","0","0","","46.8",""
"205","Parker Rd","young","10","A","e","9","1","1","","0","1","","34.2",""
"206","Parker Rd","young","10","S","n","7","1","1","","1","2","","31.3",""
"207","Parker Rd","young","10","R","n","13.5","1","1","","1","3","","36.4",""
"208","Parker Rd","young","10","P","e","16","1","1","","0","0","","32.7",""
"209","Parker Rd","young","10","H","e","14.5","1","1","","0","0","","62.6",""
"210","Parker Rd","young","10","P","e","18.5","1","1","","1","0","","37.8",""
"211","Parker Rd","young","10","D","n","8","1","0","0","2","","","",""
"212","Parker Rd","young","10","S","n","7","1","1","","0","1","","25.2",""
"213","Parker Rd","young","10","R","n","20.5","1","1","","1","3","","34.9",""
"214","Parker Rd","young","10","D","n","3","1","1","","0","1","","13.7",""
"215","Parker Rd","young","10","H","e","11","1","1","","0","1","","25.5",""
"216","Parker Rd","young","10","A","e","11","1","1","","0","1","","45.6",""
"217","Parker Rd","young","20","R","n","18","1","0","0","3","","","",""
"218","Parker Rd","young","20","R","n","19","1","0","0","1","","","",""
"219","Parker Rd","young","20","D","n","4.5","1","1","","1","0","","",""
"220","Parker Rd","young","20","S","n","9","1","1","","1","1","","14.4",""
"221","Parker Rd","young","20","S","n","10.5","1","1","","1","1","","17.6",""
"222","Parker Rd","young","20","D","n","4.5","1","0","0","1","","","",""
"223","Parker Rd","young","20","P","e","14","1","1","","0","1","","33.2",""
"224","Parker Rd","young","20","H","e","7","1","1","","1","1","","32.3",""
"225","Parker Rd","young","20","P","e","12","1","1","","0","0","","21.4",""
"226","Parker Rd","young","20","A","e","5.5","1","1","","1","2","","12.1",""
"227","Parker Rd","young","20","H","e","5","1","1","","2","3","","18.2",""
"228","Parker Rd","young","20","A","e","9","1","0","0","2","","","",""
"229","Parker Rd","young","20","A","e","6","1","1","","2","3","","10.6",""
"230","Parker Rd","young","20","R","n","21","1","1","","0","2","","25.7",""
"231","Parker Rd","young","20","H","e","11.5","1","1","","1","0","","20.4",""
"232","Parker Rd","young","20","S","n","8","1","1","","1","1","","15.1",""
"233","Parker Rd","young","20","A","e","9.5","1","1","","0","1","","24.4",""
"234","Parker Rd","young","20","H","e","5","1","1","","0","1","","40.4",""
"235","Parker Rd","young","20","P","e","16.5","1","1","","1","1","","34.6",""
"236","Parker Rd","young","20","D","n","7","1","0","0","0","","","",""
"237","Parker Rd","young","20","S","n","6","1","1","","1","2","","15.9",""
"238","Parker Rd","young","20","P","e","12","1","1","","1","0","","25.8",""
"239","Parker Rd","young","20","D","n","8.5","1","1","","1","0","","12.4",""
"240","Parker Rd","young","20","R","n","19","1","1","","0","3","","52.5",""
"241","Parker Rd","young","40","D","n","6.5","1","1","","4","3","","",""
"242","Parker Rd","young","40","D","n","13","1","1","","2","1","","",""
"243","Parker Rd","young","40","R","n","18.5","1","1","","5","2","","14.5",""
"244","Parker Rd","young","40","S","n","7.5","1","1","","1","2","","20.4",""
"245","Parker Rd","young","40","S","n","12.5","1","1","","","1","","9.4",""
"246","Parker Rd","young","40","R","n","17.5","1","1","","2","4","","",""
"247","Parker Rd","young","40","H","e","21.5","1","1","","1","0","","41.2",""
"248","Parker Rd","young","40","A","e","12","1","1","","1","5","","",""
"249","Parker Rd","young","40","P","e","9","1","1","","1","1","","24.8",""
"250","Parker Rd","young","40","H","e","20.5","1","1","","0","1","","42.5",""
"251","Parker Rd","young","40","A","e","8.5","1","0","0","0","","","",""
"252","Parker Rd","young","40","P","e","13.5","0","0","0","","","","",""
"253","Parker Rd","young","40","A","e","7.5","1","1","","1","1","","19.4",""
"254","Parker Rd","young","40","P","e","12","1","1","","1","1","","25.3",""
"255","Parker Rd","young","40","D","n","14.5","0","0","0","","","","",""
"256","Parker Rd","young","40","R","n","17","0","0","0","","","","",""
"257","Parker Rd","young","40","P","e","12","1","1","","1","0","","22.6",""
"258","Parker Rd","young","40","H","e","7.5","1","1","","0","0","","40.9",""
"259","Parker Rd","young","40","H","e","10.5","1","1","","0","0","","48.2",""
"260","Parker Rd","young","40","A","e","4","1","1","","0","2","","",""
"261","Parker Rd","young","40","R","n","16","1","1","","1","1","","17.1",""
"262","Parker Rd","young","40","D","n","11","1","1","","1","5","","11.7",""
"263","Parker Rd","young","40","S","n","9","1","1","","0","1","","18.6",""
"264","Parker Rd","young","40","S","n","8.5","1","1","","0","2","","19.8",""
"265","Parker Rd","young","60","S","n","8","1","1","","0","2","","41.4",""
"266","Parker Rd","young","60","R","n","19","1","1","","1","1","","",""
"267","Parker Rd","young","60","R","n","18","0","0","0","","","","",""
"268","Parker Rd","young","60","D","n","6","1","0","0","1","","","",""
"269","Parker Rd","young","60","S","n","10","1","1","","1","1","","87.4",""
"270","Parker Rd","young","60","D","n","14","1","0","0","1","","","",""
"271","Parker Rd","young","60","H","e","9","1","1","","1","1","","76.5",""
"272","Parker Rd","young","60","P","e","16","1","1","","1","1","","74.2",""
"273","Parker Rd","young","60","A","e","11","1","1","","1","1","","60.2",""
"274","Parker Rd","young","60","A","e","8","1","1","","0","1","","41.7",""
"275","Parker Rd","young","60","P","e","8","1","1","","0","0","","28.5",""
"276","Parker Rd","young","60","H","e","3.5","1","1","","1","0","","35.8",""
"277","Parker Rd","young","60","A","e","9","1","1","","0","2","","31.6",""
"278","Parker Rd","young","60","P","e","8","1","1","","0","1","","52.7",""
"279","Parker Rd","young","60","P","e","6.5","1","1","","1","0","","26.9",""
"280","Parker Rd","young","60","S","n","7","1","1","","1","3","","18.8",""
"281","Parker Rd","young","60","S","n","5.5","1","1","","1","1","","36.4",""
"282","Parker Rd","young","60","H","e","9","1","1","","2","0","","",""
"283","Parker Rd","young","60","R","n","16","1","0","0","2","","","",""
"284","Parker Rd","young","60","A","e","5.5","1","1","","1","1","","73.4",""
"285","Parker Rd","young","60","R","n","14","1","0","0","3","","","",""
"286","Parker Rd","young","60","D","n","5.5","1","1","","1","2","","",""
"287","Parker Rd","young","60","H","e","6","1","1","","1","1","","28.4",""
"288","Parker Rd","young","60","D","n","3.5","1","1","","0","0","","10.1",""
"289","Griffy","young","0","D","n","7","1","0","0","1","","","",""
"290","Griffy","young","0","R","n","12.5","1","1","","2","1","","49.7",""
"291","Griffy","young","0","R","n","16","1","1","","3","2","","17.4",""
"292","Griffy","young","0","D","n","5.5","1","0","0","1","","","",""
"293","Griffy","young","0","S","n","7.5","1","1","","0","1","","13.8",""
"294","Griffy","young","0","S","n","8","1","1","","1","0","","",""
"295","Griffy","young","0","P","e","28","1","1","","0","1","","40",""
"296","Griffy","young","0","H","e","4.5","1","1","","0","0","","13.6",""
"297","Griffy","young","0","H","e","8","1","1","","1","0","","35.6",""
"298","Griffy","young","0","P","e","22","1","1","","0","1","","9.7",""
"299","Griffy","young","0","A","e","10.5","1","0","0","1","","","",""
"300","Griffy","young","0","A","e","5.5","1","0","0","1","","","",""
"301","Griffy","young","0","H","e","6","1","1","","1","2","","5.2",""
"302","Griffy","young","0","S","n","9.5","1","1","","1","1","","",""
"303","Griffy","young","0","R","n","18.5","1","1","","2","3","","31.3",""
"304","Griffy","young","0","P","e","8","1","1","","3","1","","8",""
"305","Griffy","young","0","D","n","4.5","1","0","0","1","","","",""
"306","Griffy","young","0","R","n","18","1","1","","1","2","","60.5",""
"307","Griffy","young","0","D","n","12.5","0","0","0","","","","",""
"308","Griffy","young","0","H","e","12.5","1","1","","1","1","","15.2",""
"309","Griffy","young","0","A","e","9.5","1","0","0","2","","","",""
"310","Griffy","young","0","P","e","9.5","1","1","","1","1","","17.1",""
"311","Griffy","young","0","A","e","9","1","0","0","3","","","",""
"312","Griffy","young","0","S","n","8","1","1","","1","2","","35",""
"313","Griffy","young","5","D","n","16.5","0","0","0","","","","",""
"314","Griffy","young","5","S","n","13","1","0","0","1","","","",""
"315","Griffy","young","5","S","n","17","1","0","0","1","","","",""
"316","Griffy","young","5","D","n","20","1","0","0","5","","","",""
"317","Griffy","young","5","R","n","31","1","1","","4","","","11.7",""
"318","Griffy","young","5","R","n","26","1","0","0","2","","","",""
"319","Griffy","young","5","A","e","18.5","1","1","","1","1","","24.9",""
"320","Griffy","young","5","H","e","19","1","1","","1","1","","51.6",""
"321","Griffy","young","5","H","e","24.5","1","1","","1","0","","29.4",""
"322","Griffy","young","5","A","e","11","1","1","","1","1","","28.3",""
"323","Griffy","young","5","P","e","26.5","1","1","","1","0","","28.1",""
"324","Griffy","young","5","P","e","33","1","1","","1","0","","15.9",""
"325","Griffy","young","5","H","e","17","1","0","0","5","","","",""
"326","Griffy","young","5","D","n","18","0","0","0","","","","",""
"327","Griffy","young","5","S","n","12","0","0","0","","","","",""
"328","Griffy","young","5","R","n","29","0","0","0","","","","",""
"329","Griffy","young","5","R","n","29","0","0","0","","","","",""
"330","Griffy","young","5","H","e","22.5","0","0","0","","","","",""
"331","Griffy","young","5","A","e","11.5","0","0","0","","","","",""
"332","Griffy","young","5","D","n","17","1","0","0","5","","","",""
"333","Griffy","young","5","P","e","22.5","1","1","","5","0","","21.1",""
"334","Griffy","young","5","A","e","12.5","1","1","","0","","","7.1",""
"335","Griffy","young","5","P","e","22","1","1","","1","0","","",""
"336","Griffy","young","5","S","n","12","1","0","0","5","","","",""
"337","Griffy","young","10","R","n","16","1","1","","1","3","","22.1",""
"338","Griffy","young","10","S","n","7.5","1","1","","0","1","","14.4",""
"339","Griffy","young","10","R","n","20.5","1","1","","2","2","","17.6",""
"340","Griffy","young","10","D","n","3.5","1","0","0","5","","","",""
"341","Griffy","young","10","S","n","5","1","1","","0","1","","23.5",""
"342","Griffy","young","10","D","n","11","1","0","0","5","","","",""
"343","Griffy","young","10","P","e","11","1","1","","1","0","","21.2",""
"344","Griffy","young","10","P","e","11","0","0","0","","","","",""
"345","Griffy","young","10","H","e","6","1","1","","0","1","","23.7",""
"346","Griffy","young","10","A","e","7","1","0","0","1","","","",""
"347","Griffy","young","10","A","e","4.5","1","1","","1","2","","10.4",""
"348","Griffy","young","10","H","e","8.5","1","1","","0","0","","16.2",""
"349","Griffy","young","10","D","n","7.5","1","0","0","5","","","",""
"350","Griffy","young","10","P","e","12.5","1","1","","1","2","","21.5",""
"351","Griffy","young","10","S","n","12","1","1","","1","0","","26.8",""
"352","Griffy","young","10","H","e","11.5","1","1","","1","0","","27.1",""
"353","Griffy","young","10","A","e","6.5","1","0","0","1","","","",""
"354","Griffy","young","10","D","n","13.5","1","0","0","2","","","",""
"355","Griffy","young","10","R","n","16.5","1","1","","4","3","","15.9",""
"356","Griffy","young","10","S","n","9","1","1","","1","1","","12.4",""
"357","Griffy","young","10","H","e","7.5","1","1","","0","0","","24.3",""
"358","Griffy","young","10","P","e","12","1","1","","0","0","","15.4",""
"359","Griffy","young","10","R","n","18","1","1","","1","1","","23.2",""
"360","Griffy","young","10","A","e","10","1","1","","0","1","","15.2",""
"361","Griffy","young","20","S","n","2.5","1","1","","1","1","","9.4",""
"362","Griffy","young","20","R","n","17.5","1","1","","2","","","7.2",""
"363","Griffy","young","20","D","n","16.5","0","0","0","","","","",""
"364","Griffy","young","20","R","n","18","1","0","0","3","","","",""
"365","Griffy","young","20","S","n","13.5","1","1","","1","2","","22.5",""
"366","Griffy","young","20","D","n","6.5","0","0","0","","","","",""
"367","Griffy","young","20","A","e","10","1","1","","1","1","","26.6",""
"368","Griffy","young","20","H","e","9.5","1","1","","1","0","","29.2",""
"369","Griffy","young","20","P","e","14.5","1","1","","1","0","","26.7",""
"370","Griffy","young","20","P","e","12.5","1","1","","1","0","","28.7",""
"371","Griffy","young","20","A","e","11","1","1","","2","2","","",""
"372","Griffy","young","20","H","e","3.5","1","1","","1","1","","28.7",""
"373","Griffy","young","20","H","e","6.5","1","1","","0","1","","16.9",""
"374","Griffy","young","20","P","e","16","1","1","","0","0","","17.2",""
"375","Griffy","young","20","A","e","9.5","1","1","","0","2","","11.6",""
"376","Griffy","young","20","S","n","7","1","1","","0","0","","12.2",""
"377","Griffy","young","20","H","e","17","1","1","","0","0","","24.4",""
"378","Griffy","young","20","S","n","8","1","1","","0","1","","18.2",""
"379","Griffy","young","20","P","e","7","1","0","0","5","","","",""
"380","Griffy","young","20","D","n","7.5","1","0","0","2","","","",""
"381","Griffy","young","20","A","e","11.5","1","1","","0","3","","8.3",""
"382","Griffy","young","20","R","n","19","1","1","","2","3","","21.2",""
"383","Griffy","young","20","D","n","6.5","1","1","","5","0","","",""
"384","Griffy","young","20","R","n","20","1","1","","4","3","","9.9",""
"385","Griffy","young","40","S","n","7.5","1","1","","0","1","","11.3",""
"386","Griffy","young","40","D","n","9","0","0","0","","","","",""
"387","Griffy","young","40","R","n","8.5","0","0","0","","","","",""
